rank,date,game_pk,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_starts,last7_start_rate_pct,last7_most_recent_order,starter_id,starter,starter_hand,expected_pa,starter_pa_share,bullpen_k_pa_pct,proj_k,line,play,true_probability_pct,fair_odds,confidence,ai_score,l5_k_per_game,l10_k_per_game,l15_k_per_game,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,bvp_pa,bvp_k,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_pitches,bvp_whiff_pct,bvp_csw_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,bvp_reliability,split_pa,split_k_rate_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,top_pitch,top_pitch_usage_pct,top_pitch_batter_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw_pct,velo_band_source,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct
145,2026-08-31,825040,PHI,AZ,596117,Garrett Stubbs,L,9.0,OFFICIAL,STARTER,True,1,14.3,1.01,694297,Brandon Pfaadt,R,3.88,0.6343,18.2,0.8864,1.5,LESS,78.2,-358,72,87,1.0,0.7,0.7692,80.0,60.0,69.2,20.0,10.0,7.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,32,25.0,16.1,18.0,25.5,4-Seam,29.0,11.1,13.4,26.4,92.5174,2.5,45,22,1,4.5,VELO_BAND_2.5,62.5,37.5,21.8,78.2,4.0,96.0,0.3,99.7,37.5,40.7,17.8,3.7,0.3
146,2026-08-31,822689,MIA,WSH,805300,Jakob Marsee,L,7.0,OFFICIAL,STARTER,True,6,85.7,8.0,702021,Will Dion,L,4.09,0.42,20.0,0.8894,1.5,LESS,78.1,-357,79,89,1.2,0.8,0.8667,80.0,60.0,66.7,20.0,10.0,13.3,1,0,0.0,22.0,8,0.0,25.0,0.0,100.0,100.0,0.0,0.0369,77,24.7,29.3,26.4,29.2,4-Seam,42.2,5.6,13.1,24.3,90.4891,1.5,172,60,7,11.7,VELO_BAND_1.5,62.5,37.5,21.9,78.1,4.2,95.8,0.4,99.6,37.5,40.6,17.7,3.8,0.4
147,2026-08-31,824473,SD,CIN,669134,Luis Campusano,R,8.0,OFFICIAL,STARTER,True,4,57.1,6.0,663903,Brady Singer,R,3.98,0.78,20.5,0.8916,1.5,LESS,78.1,-357,77,89,1.0,0.8,0.6667,80.0,70.0,60.0,20.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,92,21.7,20.0,24.8,28.5,Sinker,49.7,7.5,17.2,28.0,90.8289,1.5,45,17,4,23.5,VELO_BAND_1.5,62.5,37.5,21.9,78.1,4.3,95.7,0.4,99.6,37.5,40.6,17.5,3.9,0.4
148,2026-08-31,824149,HOU,CWS,669397,Nick Allen,R,8.0,OFFICIAL,STARTER,True,5,71.4,9.0,641743,Anthony Kay,L,3.98,0.78,21.9,0.8781,1.5,LESS,78.1,-357,75,88,0.4,0.5,0.4,20.0,20.0,20.0,20.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,27,14.8,19.9,22.7,25.7,Sweeper,23.8,25.0,16.0,27.1,94.474,1.5,124,57,10,17.5,VELO_BAND_1.5,61.6,38.4,21.9,78.1,4.0,96.0,0.3,99.7,38.4,39.7,17.9,3.7,0.3
149,2026-08-31,824635,MIL,CHC,683734,Andrew Vaughn,R,3.01,OFFICIAL,STARTER,True,4,57.1,8.01,605280,Clay Holmes,R,4.49,0.78,20.7,0.8909,1.5,LESS,78.0,-355,80,89,0.8,0.6,0.6,60.0,50.0,46.7,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,181,17.7,18.6,17.0,24.9,Sinker,52.6,5.8,13.9,29.2,92.0455,1.5,162,67,3,4.5,VELO_BAND_1.5,61.9,38.1,22.0,78.0,4.6,95.4,0.6,99.4,38.1,40.0,17.4,4.0,0.6
150,2026-08-31,824635,CHC,MIL,608324,Alex Bregman,R,3.0,OFFICIAL,STARTER,True,7,100.0,4.0,690986,Kyle Harrison,L,4.49,0.7593,25.9,0.8902,1.5,LESS,77.9,-352,87,91,0.6,0.8,0.6,60.0,70.0,53.3,0.0,10.0,6.7,5,1,20.0,22.2,15,0.0,40.0,16.7,100.0,100.0,11.5,0.1054,108,12.0,30.3,26.7,31.4,4-Seam,57.5,7.0,8.9,24.9,94.8844,1.5,404,202,10,5.0,VELO_BAND_1.5,61.6,38.4,22.1,77.9,4.7,95.3,0.5,99.5,38.4,39.5,17.4,4.2,0.5
151,2026-08-31,822689,WSH,MIA,683083,Nasim Nuñez,S,8.0,OFFICIAL,STARTER,True,5,71.4,9.0,687473,Ryan Gusto,R,3.98,0.537,21.9,0.8996,1.5,LESS,77.9,-352,86,91,0.8,0.7,0.6667,60.0,50.0,53.3,20.0,20.0,13.3,2,0,0.0,21.5,5,0.0,40.0,0.0,100.0,100.0,0.0,0.0413,239,22.2,18.8,18.3,27.7,4-Seam,27.7,15.1,17.4,27.4,92.8869,1.5,317,144,20,13.9,VELO_BAND_1.5,63.1,36.9,22.1,77.9,4.3,95.7,0.4,99.6,36.9,40.9,17.8,3.9,0.4
152,2026-08-31,823663,MIN,DET,686797,Brooks Lee,S,2.0,OFFICIAL,STARTER,True,7,100.0,2.0,695549,Jackson Jobe,R,4.6,0.7407,21.7,0.8905,1.5,LESS,77.7,-349,85,91,0.8,0.6,0.7333,60.0,50.0,60.0,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,286,10.5,18.8,16.7,21.5,4-Seam,36.3,14.2,16.5,24.0,97.3129,1.5,179,99,14,14.1,VELO_BAND_1.5,61.5,38.5,22.3,77.7,4.6,95.4,0.6,99.4,38.5,39.2,17.7,4.0,0.6
153,2026-08-31,824149,HOU,CWS,543877,Christian Vázquez,R,9.0,OFFICIAL,STARTER,True,1,14.3,9.0,641743,Anthony Kay,L,3.88,0.78,21.9,0.895,1.5,LESS,77.7,-349,78,89,1.0,0.7,0.8667,80.0,60.0,66.7,20.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,41,19.5,19.9,22.7,25.7,Sweeper,23.8,36.2,16.3,27.4,94.474,1.5,181,91,11,12.1,VELO_BAND_1.5,62.5,37.5,22.3,77.7,4.3,95.7,0.4,99.6,37.5,40.2,18.0,3.9,0.4
154,2026-08-31,824635,MIL,CHC,666152,David Hamilton,L,8.0,OFFICIAL,STARTER,True,4,57.1,9.0,605280,Clay Holmes,R,3.98,0.78,20.7,0.8996,1.5,LESS,77.7,-348,79,89,0.2,0.2,0.4,20.0,20.0,40.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,195,21.5,18.6,17.0,24.9,Sinker,52.6,11.3,14.2,28.8,92.0455,1.5,148,66,13,19.7,VELO_BAND_1.5,62.8,37.2,22.3,77.7,4.5,95.5,0.4,99.6,37.2,40.5,17.9,4.1,0.4
155,2026-08-31,822932,TB,NYM,650490,Yandy Díaz,R,1.0,OFFICIAL,STARTER,True,6,85.7,1.0,476594,Robert Stock,R,4.72,0.7778,23.4,0.8879,1.5,LESS,77.7,-347,86,91,0.6,0.6,0.5333,40.0,40.0,40.0,20.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,314,16.6,20.0,23.8,27.2,Cutter,31.6,7.9,10.8,25.7,93.3792,1.5,424,193,25,13.0,VELO_BAND_1.5,61.0,39.0,22.3,77.7,4.8,95.2,0.6,99.4,39.0,38.7,17.6,4.2,0.6
156,2026-08-31,824911,ATL,SF,573262,Mike Yastrzemski,L,9.0,OFFICIAL,STARTER,True,4,57.1,9.01,683627,Anthony Molina,R,3.88,0.42,19.9,0.9054,1.5,LESS,77.6,-346,77,89,0.8,0.8,0.7333,80.0,80.0,73.3,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,217,22.6,10.3,15.3,21.1,4-Seam,43.9,17.9,18.4,25.6,96.282,1.5,223,99,15,15.2,VELO_BAND_1.5,63.3,36.7,22.4,77.6,4.4,95.6,0.4,99.6,36.7,40.9,18.0,4.0,0.4
157,2026-08-31,824473,CIN,SD,695490,Edwin Arroyo,S,9.0,OFFICIAL,STARTER,True,2,28.6,9.0,650633,Michael King,R,3.88,0.78,21.6,0.9106,1.5,LESS,77.2,-338,78,89,1.2,0.9,0.8,60.0,60.0,60.0,60.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,110,22.7,20.1,21.8,27.3,Sinker,28.6,14.3,16.4,24.5,93.6201,1.5,90,52,7,13.5,VELO_BAND_1.5,63.4,36.6,22.8,77.2,4.4,95.6,0.4,99.6,36.6,40.6,18.4,4.0,0.4
158,2026-08-31,823982,NYY,LAA,671277,Luis García Jr.,L,3.0,OFFICIAL,STARTER,True,5,71.4,4.0,700712,Walbert Ureña,R,4.49,0.78,23.4,0.908,1.5,LESS,77.0,-335,89,92,0.6,0.6,0.8667,40.0,50.0,66.7,20.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,296,16.9,22.5,26.1,28.7,Changeup,33.9,23.0,14.0,23.9,97.7877,1.5,109,62,4,6.5,VELO_BAND_1.5,62.1,37.9,23.0,77.0,5.1,94.9,0.6,99.4,37.9,39.1,18.0,4.4,0.6
159,2026-08-31,822932,TB,NYM,656775,Cedric Mullins,L,6.0,OFFICIAL,STARTER,True,7,100.0,8.01,476594,Robert Stock,R,4.2,0.7778,23.4,0.917,1.5,LESS,77.0,-334,82,90,0.6,0.4,0.5333,40.0,30.0,33.3,20.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,260,19.6,20.0,23.8,27.2,Cutter,31.6,27.1,18.0,25.7,93.3792,1.5,290,125,20,16.0,VELO_BAND_1.5,63.5,36.5,23.0,77.0,4.7,95.3,0.4,99.6,36.5,40.5,18.3,4.2,0.4
160,2026-08-31,823982,NYY,LAA,641355,Cody Bellinger,L,2.0,OFFICIAL,STARTER,True,7,100.0,2.0,700712,Walbert Ureña,R,4.6,0.78,23.4,0.9216,1.5,LESS,76.9,-334,86,91,0.4,0.5,0.8,40.0,40.0,53.3,0.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,202,15.8,22.5,26.1,28.7,Changeup,33.9,16.9,14.2,24.0,97.7877,1.5,132,63,9,14.3,VELO_BAND_1.5,63.2,36.8,23.1,76.9,5.2,94.8,0.6,99.4,36.8,40.2,17.8,4.6,0.6
161,2026-08-31,823663,MIN,DET,701785,Kaelen Culpepper,R,8.0,OFFICIAL,STARTER,True,7,100.0,8.0,695549,Jackson Jobe,R,3.98,0.7407,21.7,0.923,1.5,LESS,76.9,-333,68,86,0.8,0.6,0.7333,60.0,40.0,46.7,20.0,20.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,41,19.5,18.8,16.7,21.5,4-Seam,36.3,22.5,16.2,29.1,97.3129,1.5,29,17,7,41.2,VELO_BAND_1.5,64.2,35.8,23.1,76.9,4.6,95.4,0.4,99.6,35.8,41.1,18.5,4.1,0.4
162,2026-08-31,822932,TB,NYM,676356,Jonny DeLuca,R,7.0,OFFICIAL,STARTER,True,7,100.0,6.0,476594,Robert Stock,R,4.09,0.7778,23.4,0.9188,1.5,LESS,76.8,-332,75,88,1.2,0.8,0.6667,100.0,70.0,53.3,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,132,20.5,20.0,23.8,27.2,Cutter,31.6,19.1,17.2,26.1,93.3792,1.5,139,82,11,13.4,VELO_BAND_1.5,63.4,36.6,23.2,76.8,4.9,95.1,0.4,99.6,36.6,40.2,18.3,4.4,0.4
163,2026-08-31,823982,NYY,LAA,663757,Trent Grisham,L,5.0,OFFICIAL,STARTER,True,7,100.0,6.0,700712,Walbert Ureña,R,4.31,0.78,23.4,0.9186,1.5,LESS,76.8,-332,88,92,0.8,1.0,1.0667,80.0,90.0,86.7,0.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,248,18.1,22.5,26.1,28.7,Changeup,33.9,24.6,15.2,24.8,97.7877,1.5,167,69,8,11.6,VELO_BAND_1.5,63.2,36.8,23.2,76.8,4.9,95.1,0.6,99.4,36.8,40.0,18.3,4.3,0.6
164,2026-08-31,822855,ATH,TEX,703607,Henry Bolte,R,1.0,OFFICIAL,STARTER,True,7,100.0,1.0,594798,Jacob deGrom,R,4.72,0.7778,22.5,1.3085,0.5,MORE,76.8,-330,88,92,1.6,1.5,1.1333,80.0,80.0,66.7,60.0,60.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,234,23.1,28.5,31.6,29.6,4-Seam,40.6,28.9,30.5,28.9,97.3817,1.5,187,86,20,23.3,VELO_BAND_1.5,76.8,23.2,39.4,60.6,12.2,87.8,2.3,97.7,23.2,37.3,27.2,9.9,2.3
165,2026-08-31,822855,ATH,TEX,641680,Jonah Heim,S,8.0,OFFICIAL,STARTER,True,5,71.4,9.01,594798,Jacob deGrom,R,3.98,0.7778,22.5,0.9195,1.5,LESS,76.7,-330,84,91,0.6,0.5,0.4667,60.0,50.0,46.7,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,166,18.7,28.5,31.6,29.6,4-Seam,40.6,16.4,22.4,27.6,97.3817,1.5,134,78,18,23.1,VELO_BAND_1.5,64.0,36.0,23.3,76.7,4.4,95.6,0.3,99.7,36.0,40.7,18.9,4.1,0.3
166,2026-08-31,824719,SEA,BOS,663728,Cal Raleigh,S,4.0,OFFICIAL,STARTER,True,6,85.7,4.0,801139,Payton Tolle,L,4.42,0.78,22.9,1.2857,0.5,MORE,76.7,-328,83,90,1.8,1.0,1.0,100.0,60.0,73.3,40.0,20.0,13.3,3,1,33.3,23.2,8,12.5,12.5,100.0,87.5,85.7,33.3,0.0625,107,37.4,27.2,23.7,26.4,4-Seam,44.8,24.0,21.4,26.4,94.0313,1.5,230,130,23,17.7,VELO_BAND_1.5,76.7,23.3,38.1,61.9,11.7,88.3,2.0,98.0,23.3,38.6,26.4,9.7,2.0
167,2026-08-31,822855,ATH,TEX,666126,Carlos Cortes,L,7.0,OFFICIAL,STARTER,True,5,71.4,8.0,594798,Jacob deGrom,R,4.09,0.7778,22.5,0.9277,1.5,LESS,76.6,-328,84,91,1.0,1.0,0.8,80.0,70.0,60.0,20.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,228,19.3,28.5,31.6,29.6,4-Seam,40.6,9.6,17.0,27.1,97.3817,1.5,122,61,3,4.9,VELO_BAND_1.5,64.1,35.9,23.4,76.6,4.8,95.2,0.5,99.5,35.9,40.7,18.6,4.4,0.5
168,2026-08-31,824314,BAL,COL,683002,Gunnar Henderson,L,3.0,OFFICIAL,STARTER,True,7,100.0,3.0,685299,Tanner Gordon,R,4.49,0.78,17.3,0.9197,1.5,LESS,76.6,-328,91,92,0.4,0.7,0.6,40.0,60.0,53.3,0.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,305,18.7,17.1,18.0,25.3,4-Seam,45.2,15.6,18.4,24.1,92.5737,1.5,314,135,20,14.8,VELO_BAND_1.5,62.9,37.1,23.4,76.6,5.0,95.0,0.7,99.3,37.1,39.5,18.4,4.4,0.7
169,2026-08-31,822855,ATH,TEX,687231,Darell Hernaiz,R,9.0,OFFICIAL,STARTER,True,2,28.6,9.0,594798,Jacob deGrom,R,3.88,0.7778,22.5,0.9267,1.5,LESS,76.5,-326,76,88,0.8,1.0,0.6667,60.0,80.0,53.3,20.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,70,20.0,28.5,31.6,29.6,4-Seam,40.6,18.3,18.5,28.9,97.3817,1.5,48,22,6,27.3,VELO_BAND_1.5,64.2,35.8,23.5,76.5,4.6,95.4,0.4,99.6,35.8,40.7,18.9,4.2,0.4
170,2026-08-31,822855,ATH,TEX,695720,Tommy White,R,5.0,OFFICIAL,STARTER,True,6,85.7,6.0,594798,Jacob deGrom,R,4.31,0.7778,22.5,0.9364,1.5,LESS,76.5,-326,78,89,0.8,0.7,0.6667,80.0,60.0,60.0,0.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,95,13.7,28.5,31.6,29.6,4-Seam,40.6,13.1,17.8,26.8,97.3817,1.5,68,36,5,13.9,VELO_BAND_1.5,64.4,35.6,23.5,76.5,5.2,94.8,0.5,99.5,35.6,40.9,18.3,4.7,0.5
171,2026-08-31,824473,CIN,SD,553993,Eugenio Suárez,R,6.0,OFFICIAL,STARTER,True,6,85.7,5.0,650633,Michael King,R,4.2,0.78,21.6,1.257,0.5,MORE,76.5,-325,88,92,1.4,0.9,1.0667,80.0,50.0,53.3,40.0,30.0,40.0,3,0,0.0,21.1,6,0.0,16.7,100.0,100.0,100.0,11.5,0.0546,245,34.7,20.1,21.8,27.3,Sinker,28.6,9.7,25.6,30.2,93.6201,1.5,293,133,26,19.5,VELO_BAND_1.5,76.5,23.5,37.1,62.9,10.6,89.4,1.5,98.5,23.5,39.4,26.4,9.2,1.5
172,2026-08-31,825040,PHI,AZ,656941,Kyle Schwarber,L,1.0,OFFICIAL,STARTER,True,6,85.7,1.0,694297,Brandon Pfaadt,R,4.72,0.6343,18.2,1.2846,0.5,MORE,76.4,-324,91,92,1.4,1.0,1.2,80.0,70.0,80.0,60.0,30.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,289,36.0,16.1,18.0,25.5,4-Seam,29.0,24.9,26.5,28.8,92.5174,1.5,240,124,25,20.2,VELO_BAND_1.5,76.4,23.6,38.3,61.7,11.5,88.5,2.1,97.9,23.6,38.2,26.8,9.4,2.1
173,2026-08-31,824911,ATL,SF,671739,Michael Harris II,L,5.0,OFFICIAL,STARTER,True,7,100.0,4.0,683627,Anthony Molina,R,4.31,0.42,19.9,0.93,1.5,LESS,76.3,-321,83,90,0.8,0.8,0.8,60.0,70.0,66.7,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,252,21.4,10.3,15.3,21.1,4-Seam,43.9,18.2,21.6,25.9,96.282,1.5,234,128,18,14.1,VELO_BAND_1.5,63.7,36.3,23.7,76.3,5.0,95.0,0.6,99.4,36.3,39.9,18.8,4.4,0.6
174,2026-08-31,822689,MIA,WSH,677870,Leo Jiménez,R,6.0,OFFICIAL,STARTER,True,4,57.1,7.0,702021,Will Dion,L,4.2,0.42,20.0,0.9312,1.5,LESS,76.2,-320,74,88,0.4,0.6,0.6667,40.0,50.0,46.7,0.0,10.0,20.0,1,1,100.0,24.2,3,100.0,100.0,50.0,0.0,82.5,100.0,0.023,82,20.7,29.3,26.4,29.2,4-Seam,42.2,14.0,18.9,29.5,90.4891,1.5,68,32,3,9.4,VELO_BAND_1.5,63.9,36.1,23.8,76.2,4.8,95.2,0.5,99.5,36.1,40.1,19.0,4.3,0.5
175,2026-08-31,823663,DET,MIN,701678,Hao-Yu Lee,R,9.0,OFFICIAL,STARTER,True,7,100.0,7.0,671737,Taj Bradley,R,3.88,0.78,21.6,0.938,1.5,LESS,76.2,-320,81,90,0.8,0.7,0.5333,60.0,50.0,40.0,20.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,126,23.8,27.6,23.6,27.0,4-Seam,47.1,21.2,17.9,28.5,94.7702,1.5,206,90,22,24.4,VELO_BAND_1.5,64.8,35.2,23.8,76.2,4.7,95.3,0.5,99.5,35.2,40.9,19.1,4.2,0.5
176,2026-08-31,823982,LAA,NYY,687263,Zach Neto,R,1.0,OFFICIAL,STARTER,True,6,85.7,1.0,695684,Elmer Rodríguez,R,4.72,0.78,24.1,1.274,0.5,MORE,76.2,-319,85,91,1.0,0.8,0.8667,60.0,50.0,53.3,40.0,30.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,305,31.8,15.3,25.4,29.4,Sinker,47.2,18.8,25.4,30.8,95.5028,1.5,332,186,38,20.4,VELO_BAND_1.5,76.2,23.8,37.7,62.3,11.4,88.6,1.9,98.1,23.8,38.4,26.3,9.5,1.9
177,2026-08-31,824314,COL,BAL,681393,Connor Norby,R,2.0,OFFICIAL,STARTER,True,6,85.7,2.0,700249,Cade Povich,L,4.6,0.642,20.8,1.2661,0.5,MORE,76.1,-318,72,87,1.2,1.3,1.1333,80.0,90.0,80.0,40.0,40.0,33.3,2,0,0.0,21.5,5,0.0,0.0,0.0,100.0,100.0,11.5,0.0413,64,32.8,19.2,14.9,24.0,4-Seam,54.2,34.2,28.0,30.5,91.5496,1.5,110,63,16,25.4,VELO_BAND_1.5,76.1,23.9,37.2,62.8,11.2,88.8,2.0,98.0,23.9,38.9,26.0,9.2,2.0
178,2026-08-31,822932,TB,NYM,670764,Taylor Walls,S,9.0,OFFICIAL,STARTER,True,6,85.7,9.0,476594,Robert Stock,R,3.88,0.7778,23.4,0.9388,1.5,LESS,76.0,-316,80,89,1.2,1.0,0.7333,80.0,70.0,53.3,40.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,206,25.2,20.0,23.8,27.2,Cutter,31.6,10.0,14.1,25.0,93.3792,1.5,282,124,23,18.5,VELO_BAND_1.5,64.6,35.4,24.0,76.0,4.8,95.2,0.4,99.6,35.4,40.6,19.2,4.4,0.4
179,2026-08-31,822932,TB,NYM,691406,Junior Caminero,R,3.0,OFFICIAL,STARTER,True,7,100.0,3.0,476594,Robert Stock,R,4.49,0.7778,23.4,0.9375,1.5,LESS,75.9,-316,86,91,0.6,0.5,0.7333,40.0,40.0,53.3,20.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,335,18.8,20.0,23.8,27.2,Cutter,31.6,16.7,16.7,27.6,93.3792,1.5,304,128,19,14.8,VELO_BAND_1.5,63.8,36.2,24.1,75.9,5.2,94.8,0.6,99.4,36.2,39.8,18.9,4.6,0.6
180,2026-08-31,824314,COL,BAL,664983,Jake McCarthy,L,1.0,OFFICIAL,STARTER,True,5,71.4,1.0,700249,Cade Povich,L,4.72,0.642,20.8,0.9291,1.5,LESS,75.9,-316,80,89,0.6,0.6,0.7333,60.0,50.0,60.0,0.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,126,15.9,19.2,14.9,24.0,4-Seam,54.2,8.4,14.1,20.9,91.5496,1.5,201,123,6,4.9,VELO_BAND_1.5,63.1,36.9,24.1,75.9,5.2,94.8,0.6,99.4,36.9,39.0,18.9,4.6,0.6
181,2026-08-31,822932,NYM,TB,543760,Marcus Semien,R,7.0,OFFICIAL,STARTER,True,7,100.0,8.0,693855,Ian Seymour,L,4.09,0.6667,22.3,0.9505,1.5,LESS,75.9,-314,83,90,0.4,0.5,0.5333,40.0,50.0,46.7,0.0,0.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,92,21.7,28.9,25.5,29.6,Changeup,29.0,33.3,20.5,24.9,90.948,1.5,130,56,8,14.3,VELO_BAND_1.5,65.4,34.6,24.1,75.9,5.0,95.0,0.5,99.5,34.6,41.2,19.1,4.5,0.5
182,2026-08-31,824719,BOS,SEA,701350,Roman Anthony,L,1.0,OFFICIAL,STARTER,True,0,0.0,,669923,George Kirby,R,4.72,0.78,22.7,0.94,1.5,LESS,75.8,-313,68,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,7,0.0,20.9,21.8,26.6,Sweeper,31.1,0.0,10.6,28.7,96.4808,,16,9,0,0.0,HITTER_FASTBALL_FALLBACK,63.6,36.4,24.2,75.8,5.5,94.5,0.6,99.4,36.4,39.4,18.7,4.9,0.6
183,2026-08-31,823982,NYY,LAA,676609,José Caballero,R,8.0,OFFICIAL,STARTER,True,6,85.7,7.0,700712,Walbert Ureña,R,3.98,0.78,23.4,0.9437,1.5,LESS,75.8,-313,84,91,0.2,0.6,0.6,20.0,60.0,60.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,188,19.1,22.5,26.1,28.7,Changeup,33.9,23.9,19.0,27.2,97.7877,1.5,121,65,17,26.2,VELO_BAND_1.5,64.7,35.3,24.2,75.8,5.0,95.0,0.4,99.6,35.3,40.5,19.3,4.6,0.4
184,2026-08-31,824719,SEA,BOS,641487,J.P. Crawford,L,9.0,OFFICIAL,STARTER,True,5,71.4,8.0,801139,Payton Tolle,L,3.88,0.78,22.9,0.9465,1.5,LESS,75.7,-311,82,90,1.4,1.1,0.8667,100.0,80.0,66.7,20.0,20.0,13.3,3,0,0.0,21.1,8,0.0,0.0,25.0,100.0,100.0,11.5,0.0625,77,19.5,27.2,23.7,26.4,4-Seam,44.8,17.8,14.0,26.8,94.0313,1.5,295,115,11,9.6,VELO_BAND_1.5,65.1,34.9,24.3,75.7,4.8,95.2,0.4,99.6,34.9,40.7,19.5,4.4,0.4
185,2026-08-31,824149,CWS,HOU,803011,Sam Antonacci,L,1.0,OFFICIAL,STARTER,True,4,57.1,1.0,663567,Peter Lambert,R,4.72,0.78,22.8,0.9456,1.5,LESS,75.7,-311,90,92,0.4,0.6,0.6667,40.0,60.0,66.7,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,319,15.7,22.2,21.7,25.2,4-Seam,31.4,12.8,12.9,24.2,93.2471,1.5,415,182,22,12.1,VELO_BAND_1.5,63.8,36.2,24.3,75.7,5.8,94.2,0.7,99.3,36.2,39.4,18.6,5.1,0.7
186,2026-08-31,824719,BOS,SEA,686765,Nick Sogard,S,5.0,OFFICIAL,STARTER,True,7,100.0,9.0,669923,George Kirby,R,4.31,0.78,22.7,0.9457,1.5,LESS,75.6,-310,80,89,1.2,1.1,1.1333,80.0,80.0,73.3,40.0,30.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,142,18.3,20.9,21.8,26.6,Sweeper,31.1,8.3,12.1,27.6,96.4808,1.5,117,53,7,13.2,VELO_BAND_1.5,64.2,35.8,24.4,75.6,5.4,94.6,0.6,99.4,35.8,39.8,19.0,4.8,0.6
