rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_rotation_factor,preseason_game_plan_factor,preseason_attempt_share,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
65,2026,PRE,1,Preseason Week 1,00-0041056,Cade Klubnik,NYJ,ACT,0,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqsxavkryojbysy4kq85",TEAM_BLEND,28.6,6.47,188.0,0,,,,,,,,,,,,,28.6,6.47,188.0,74.90700657764373,TEAM_PRIOR_NO_NFL_HISTORY,28.6,10.0,AUTO_PRESEASON_USAGE,rookie,64.8,70.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.468,6.468,4.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,19.1,65.4,113.3,155.1,31.3,LOW,26.6,LOW,22.1,VERY LOW,18.2,VERY LOW,14.5,VERY LOW,11.2,VERY LOW,8.9,VERY LOW,6.9,VERY LOW,5.3,VERY LOW,3.9,VERY LOW,2.8,VERY LOW,2.2,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.3,70.5,51.7,37.2,25.1,14.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1879,51,36.8,31.4,TB,home,2026_PRE_W1_TB_NYJ,,TB at NYJ
66,2026,PRE,1,Preseason Week 1,00-0040668,Shedeur Sanders,CLE,ACT,1,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/joe08hz6to2madpko8zl",TEAM_BLEND,30.4,6.42,196.0,8,2025.0,199.0,175.0,175.0,175.0,,30.2,26.5,26.5,6.45,6.45,6.45,28.6,6.45,184.9,93.24922847020817,NFL_HISTORY,28.6,10.0,AUTO_PRESEASON_USAGE,young_backup,64.4,71.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.449,6.449,4.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,15.4,62.8,112.7,156.2,30.9,LOW,26.2,LOW,21.8,VERY LOW,18.0,VERY LOW,14.5,VERY LOW,11.6,VERY LOW,9.1,VERY LOW,7.1,VERY LOW,5.4,VERY LOW,4.0,VERY LOW,2.9,VERY LOW,2.1,VERY LOW,1.5,VERY LOW,1.2,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.2,71.8,57.9,45.5,38.7,27.6,QB_3_SEASON_GAME_BOOTSTRAP,235,8,29.4,40.4,CHI,away,2026_PRE_W1_CLE_CHI,,CLE at CHI
67,2026,PRE,1,Preseason Week 1,00-0038416,Tyson Bagent,CHI,ACT,3,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfwnayxjfnbfs3sm5a21",TEAM_BLEND,30.5,6.76,206.8,5,2023.0,171.8,171.8,171.8,171.8,,28.6,28.6,28.6,6.01,6.01,6.01,28.8,6.1,171.8,59.21317420979895,NFL_HISTORY,28.8,10.1,AUTO_PRESEASON_USAGE,young_backup,61.5,50.4,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.097,6.097,4.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,26.9,61.6,95.5,126.3,22.2,VERY LOW,16.6,VERY LOW,12.3,VERY LOW,8.7,VERY LOW,5.8,VERY LOW,3.9,VERY LOW,2.6,VERY LOW,1.6,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,81.6,60.3,51.2,30.4,5.4,5.4,QB_3_SEASON_GAME_BOOTSTRAP,155,9,17.2,21.0,CLE,home,2026_PRE_W1_CLE_CHI,,CLE at CHI
68,2026,PRE,1,Preseason Week 1,00-0034771,Mason Rudolph,PIT,ACT,8,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaeklpqoesk72mlloora",TEAM_BLEND,29.5,6.83,201.6,13,2025.0,162.6,182.8,195.7,149.0,191.2,24.2,27.5,23.5,6.97,6.76,6.73,25.5,6.84,171.5,61.50559510722684,NFL_HISTORY,25.5,8.9,AUTO_PRESEASON_USAGE,veteran_backup,61.1,48.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.845,6.845,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,28.2,60.7,93.9,123.2,21.1,VERY LOW,15.6,VERY LOW,11.3,VERY LOW,7.8,VERY LOW,5.2,VERY LOW,3.5,VERY LOW,2.4,VERY LOW,1.6,VERY LOW,1.0,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,71.9,56.9,46.4,35.1,22.9,14.2,QB_3_SEASON_GAME_BOOTSTRAP,415,18,23.1,30.5,GB,home,2026_PRE_W1_GB_PIT,,GB at PIT
69,2026,PRE,1,Preseason Week 1,00-0040222,Cam Miller,MIA,ACT,1,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzi3uhytwrzsdjgi8vel",TEAM_BLEND,29.2,6.82,200.4,0,,,,,,,,,,,,,29.2,6.82,200.4,73.3078371167153,TEAM_PRIOR_NO_NFL_HISTORY,29.2,8.8,AUTO_PRESEASON_USAGE,young_backup,59.8,35.3,True,ROTATION,USER WEEK 1 UPDATE,Expected to split preseason Week 1 snaps.,1.0,0.3,0.3,0.0,6.824,6.824,4.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,13.8,35.7,59.6,82.9,105.1,12.9,VERY LOW,7.9,VERY LOW,4.5,VERY LOW,2.5,VERY LOW,1.3,VERY LOW,0.7,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.1,73.7,60.9,41.5,23.3,15.7,TEAM_3_SEASON_GAME_BOOTSTRAP,1799,52,34.6,36.2,WAS,away,2026_PRE_W1_MIA_WAS,,MIA at WAS
70,2026,PRE,1,Preseason Week 1,00-0038108,Bailey Zappe,NYJ,ACT,4,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bdiiarfqwhyvsmmxtvg5",TEAM_BLEND,28.6,6.47,188.0,10,2024.0,180.6,141.7,141.7,170.0,138.6,30.2,23.6,31.0,6.0,5.69,5.48,28.4,5.86,160.5,73.48792165693702,NFL_HISTORY,28.4,9.9,AUTO_PRESEASON_USAGE,young_backup,58.3,58.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,5.861,5.861,3.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,19.1,59.0,98.5,134.2,24.2,VERY LOW,19.1,VERY LOW,14.8,VERY LOW,11.3,VERY LOW,8.4,VERY LOW,6.0,VERY LOW,4.1,VERY LOW,2.9,VERY LOW,1.9,VERY LOW,1.2,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.0,66.8,52.3,37.4,21.2,15.2,QB_3_SEASON_GAME_BOOTSTRAP,269,11,24.5,26.6,TB,home,2026_PRE_W1_TB_NYJ,,TB at NYJ
71,2026,PRE,1,Preseason Week 1,00-0040704,Dillon Gabriel,CLE,ACT,1,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szpyvusef9jvoctbnkbk",TEAM_BLEND,30.4,6.42,196.0,6,2025.0,145.6,153.0,153.0,153.0,,29.4,30.0,30.0,5.43,5.49,5.49,29.8,5.58,150.0,55.42150744945434,NFL_HISTORY,29.8,10.4,AUTO_PRESEASON_USAGE,young_backup,58.1,50.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,5.578,5.578,3.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,24.1,57.8,91.4,121.5,19.6,VERY LOW,14.6,VERY LOW,10.5,VERY LOW,7.3,VERY LOW,5.1,VERY LOW,3.4,VERY LOW,2.2,VERY LOW,1.4,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,55.6,43.5,36.5,25.4,6.4,0.0,QB_3_SEASON_GAME_BOOTSTRAP,205,10,20.5,14.8,CHI,away,2026_PRE_W1_CLE_CHI,,CLE at CHI
72,2026,PRE,1,Preseason Week 1,00-0040676,Cam Ward,TEN,ACT,1,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viadutkbvligsopnd2qn",TEAM_BLEND,29.6,6.68,196.5,16,2025.0,181.4,201.6,200.3,194.8,,32.6,33.5,33.6,5.63,6.07,5.79,32.7,5.91,191.5,56.007550650128955,NFL_HISTORY,32.7,9.8,AUTO_PRESEASON_USAGE,starter_like,58.0,18.8,True,SECOND HALF REPS,USER WEEK 1 UPDATE,Expected to see second-half reps. Share is inferred.,1.0,0.3,0.3,0.0,5.909,5.909,4.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,34.3,45.8,57.9,70.8,81.8,1.3,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,78.4,69.7,55.6,42.3,30.0,18.5,QB_3_SEASON_GAME_BOOTSTRAP,595,17,35.0,31.9,SF,away,2026_PRE_W1_TEN_SF,,TEN at SF
73,2026,PRE,1,Preseason Week 1,00-0039923,J.J. McCarthy,MIN,ACT,2,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omybnfokapjw6jwb5dd3",TEAM_BLEND,28.9,6.87,199.7,10,2025.0,158.0,163.2,163.2,163.2,,20.6,24.3,24.3,7.54,6.87,6.87,23.1,7.14,161.1,56.77470568527008,NFL_HISTORY,23.1,8.1,AUTO_PRESEASON_USAGE,young_backup,57.7,54.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.136,7.136,4.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,21.3,58.4,94.7,128.0,21.9,VERY LOW,16.8,VERY LOW,12.8,VERY LOW,9.3,VERY LOW,6.5,VERY LOW,4.4,VERY LOW,2.9,VERY LOW,2.0,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,78.7,70.3,58.4,38.4,21.9,8.7,QB_3_SEASON_GAME_BOOTSTRAP,273,10,27.3,34.2,NYG,away,2026_PRE_W1_MIN_NYG,,MIN at NYG
74,2026,PRE,1,Preseason Week 1,00-0041565,Drew Allar,PIT,RES,0,16.0,,TEAM_BLEND,29.5,6.83,201.6,0,,,,,,,,,,,,,29.5,6.83,201.6,68.74960730582022,TEAM_PRIOR_NO_NFL_HISTORY,29.5,8.3,AUTO_PRESEASON_USAGE,rookie,56.4,63.4,True,QB3,DEPTH ROTATION,,0.8,1.0,0.28,0.0,6.834,6.834,4.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,11.5,54.9,98.2,137.9,24.1,VERY LOW,19.6,VERY LOW,15.4,VERY LOW,12.3,VERY LOW,9.4,VERY LOW,7.0,VERY LOW,5.1,VERY LOW,3.5,VERY LOW,2.5,VERY LOW,1.7,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,77.9,68.3,52.7,39.6,29.5,21.3,TEAM_3_SEASON_GAME_BOOTSTRAP,1789,54,33.1,38.4,GB,home,2026_PRE_W1_GB_PIT,,GB at PIT
75,2026,PRE,1,Preseason Week 1,00-0038579,Aidan O'Connell,LV,ACT,3,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcejxo7ofgk5pszhup12",TEAM_BLEND,28.9,6.65,193.2,21,2025.0,183.8,171.4,182.5,102.0,179.1,29.6,26.5,22.0,6.02,6.22,4.64,27.3,5.84,164.1,86.44975980833954,NFL_HISTORY,27.3,9.6,AUTO_PRESEASON_USAGE,young_backup,55.9,68.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,5.843,5.843,3.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,9.8,55.9,103.7,145.3,26.7,LOW,22.2,VERY LOW,18.3,VERY LOW,14.8,VERY LOW,11.4,VERY LOW,8.9,VERY LOW,6.8,VERY LOW,5.0,VERY LOW,3.4,VERY LOW,2.5,VERY LOW,1.8,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.4,72.7,55.5,37.3,22.3,14.3,QB_3_SEASON_GAME_BOOTSTRAP,646,21,30.8,30.8,ARI,home,2026_PRE_W1_ARI_LV,,ARI at LV
76,2026,PRE,1,Preseason Week 1,00-0028118,Tyrod Taylor,GB,ACT,15,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nqpyumxuo0e9sitk0a0o",TEAM_BLEND,28.0,7.26,201.2,13,2025.0,154.6,164.1,169.7,154.6,59.5,26.0,24.1,26.0,5.89,6.52,5.89,25.7,6.22,143.7,78.82632350781726,NFL_HISTORY,25.7,9.0,AUTO_PRESEASON_USAGE,veteran_backup,55.9,59.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.219,6.219,4.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,15.6,55.2,95.1,129.8,22.4,VERY LOW,17.6,VERY LOW,13.4,VERY LOW,10.0,VERY LOW,7.2,VERY LOW,5.1,VERY LOW,3.5,VERY LOW,2.3,VERY LOW,1.5,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,71.2,47.9,34.9,28.3,17.1,14.3,QB_3_SEASON_GAME_BOOTSTRAP,371,18,20.6,28.1,PIT,away,2026_PRE_W1_GB_PIT,,GB at PIT
77,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,ACT,4,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsnetccy7bquili3gcqq",TEAM_BLEND,29.2,6.82,200.4,5,2025.0,173.8,173.8,173.8,204.5,153.3,15.6,15.6,16.0,10.9,10.9,12.36,17.0,10.5,176.9,81.21847759202528,NFL_HISTORY,17.0,5.1,AUTO_PRESEASON_USAGE,young_backup,53.7,45.1,True,ROTATION,USER WEEK 1 UPDATE,Expected to split preseason Week 1 snaps.,1.0,0.3,0.3,0.0,10.5,10.5,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,22.9,54.2,83.9,110.7,14.9,VERY LOW,10.4,VERY LOW,7.0,VERY LOW,4.3,VERY LOW,2.6,VERY LOW,1.7,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,71.6,49.8,46.1,42.1,39.8,38.9,QB_3_SEASON_GAME_BOOTSTRAP,110,11,10.0,30.5,WAS,away,2026_PRE_W1_MIA_WAS,,MIA at WAS
78,2026,PRE,1,Preseason Week 1,00-0033537,Deshaun Watson,CLE,ACT,9,4.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn",TEAM_BLEND,30.4,6.42,196.0,12,2024.0,158.6,186.9,188.2,164.0,222.0,27.4,31.3,30.9,6.02,6.16,5.62,29.4,6.02,177.8,37.564471173060504,NFL_HISTORY,29.4,8.8,AUTO_PRESEASON_USAGE,veteran_backup,53.0,19.0,True,GAME STARTER / LIMITED,USER WEEK 1 UPDATE,"Starts the preseason opener; exact playing time not supplied, so share is inferred.",1.0,0.3,0.3,0.0,6.017,6.017,4.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,28.8,40.2,52.8,65.8,77.2,0.7,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,77.8,63.4,45.7,30.6,17.0,10.1,QB_3_SEASON_GAME_BOOTSTRAP,438,13,33.7,28.8,CHI,away,2026_PRE_W1_CLE_CHI,,CLE at CHI
79,2026,PRE,1,Preseason Week 1,00-0040398,Brady Cook,NYJ,ACT,1,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h8dnpq2fikpgnrnfiapx",TEAM_BLEND,28.6,6.47,188.0,5,2025.0,147.8,147.8,147.8,147.8,,30.6,30.6,30.6,4.69,4.69,4.69,30.4,4.91,147.8,50.91365239304679,NFL_HISTORY,30.4,10.6,AUTO_PRESEASON_USAGE,starter_like,52.2,35.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,4.907,4.907,3.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,6.5,28.5,51.5,76.3,97.5,8.8,VERY LOW,5.2,VERY LOW,2.8,VERY LOW,1.5,VERY LOW,0.7,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,78.5,70.0,43.1,25.8,12.3,0.0,QB_3_SEASON_GAME_BOOTSTRAP,173,5,34.6,21.8,TB,home,2026_PRE_W1_TB_NYJ,,TB at NYJ
80,2026,PRE,1,Preseason Week 1,00-0032156,Trevor Siemian,ATL,ACT,11,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmksfbms9zefxezf39sb",TEAM_BLEND,29.6,6.91,205.1,5,2023.0,144.8,144.8,144.8,144.8,,30.6,30.6,30.6,4.61,4.61,4.61,30.5,4.88,144.8,89.06570608264438,NFL_HISTORY,30.5,10.7,AUTO_PRESEASON_USAGE,starter_like,52.2,52.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,4.883,4.883,3.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,17.8,52.4,88.4,120.5,18.9,VERY LOW,14.0,VERY LOW,10.1,VERY LOW,7.3,VERY LOW,4.9,VERY LOW,3.3,VERY LOW,2.0,VERY LOW,1.2,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.2,70.9,55.0,37.6,19.4,8.7,QB_3_SEASON_GAME_BOOTSTRAP,161,5,32.2,23.2,DEN,home,2026_PRE_W1_DEN_ATL,,DEN at ATL
