Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
18,2026-08-03,823431,2026-08-03T22:40:00Z,Pre-Game,Citizens Bank Park,Washington Nationals @ Philadelphia Phillies,Home,656537,Derek Hill,Philadelphia Phillies,Washington Nationals,RF,R,Yes,8.0,81,161,146,35,3,0,8,23,17,11,1,58,0.24,0.297,0.425,0.722,6,10,9,0,0,0.0,0.0,14,36,33,8,2,0.242,0.0556,3,3,0.0,66.7,50.0,0.0,50.0,33.3,66.7,50.0,33.3,0.0,0.0,0.0,,89.3,22.7,0.368,68.1,96.8,97.3,0.0,0.0,0.0,33.3,47.5,Below Average,3.0,Pull Power,A-,Elevated power plane,47.5,Below Average,0.993,Small Statcast sample,0.0,50.0,96.8,0.368,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.04,-7.96,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 89.3 mph average exit velocity; 66.7% air-ball rate; 50.0% pull-air rate; 0.0% HR-launch rate.,0.0497,0.0421,3.92,9,6,18.2,0.49,49.3,Recently homered,674841,Andrew Alvarez,L,RHB vs LHP,15,7,57.2,4.06,1.51,2,0.31,9.05,4.37,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.0,1.0,47.5,50.0,50.0,45.6,64.4,50.0,49.9,1.057,0.897,1.025,1.0,0.993,0.993,1.0,15.53,16.14,78.4,37.9,D+,Good
19,2026-08-03,823431,2026-08-03T22:40:00Z,Pre-Game,Citizens Bank Park,Washington Nationals @ Philadelphia Phillies,Home,607208,Trea Turner,Philadelphia Phillies,Washington Nationals,SS,R,Yes,1.0,109,482,448,112,19,1,16,75,43,29,3,106,0.25,0.299,0.404,0.703,11,49,46,13,2,0.283,0.0408,22,97,88,26,6,0.295,0.0619,25,25,8.0,28.0,57.9,26.3,15.8,16.0,36.0,66.7,28.0,8.0,8.0,8.0,100.0,83.1,7.2,0.625,72.2,96.4,106.2,20.6,12.0,5.9,61.8,41.8,Below Average,2.5,Pull Power,C,Low line-drive plane,41.8,Below Average,0.977,Good,8.0,66.7,96.4,0.625,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.8,-14.2,Strong negative regression,Below Average Pull Power profile. 8.0% barrel rate; 83.1 mph average exit velocity; 36.0% air-ball rate; 66.7% pull-air rate; 8.0% HR-launch rate.,0.0332,0.033,4.69,8,2,28.0,0.29,28.6,Very recent HR,674841,Andrew Alvarez,L,RHB vs LHP,15,7,57.2,4.06,1.51,2,0.31,9.05,4.37,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.0,1.0,41.8,50.0,50.0,60.1,64.4,92.0,49.7,1.205,0.897,1.025,1.0,0.977,0.977,0.98,14.54,16.52,95.0,40.5,D+,Good
20,2026-08-03,823520,2026-08-03T23:05:00Z,Pre-Game,Yankee Stadium,St. Louis Cardinals @ New York Yankees,Home,642708,Amed Rosario,New York Yankees,St. Louis Cardinals,3B,R,No,,67,192,178,42,5,1,10,23,28,11,0,51,0.236,0.276,0.444,0.72,10,26,26,6,1,0.231,0.0385,17,38,37,7,1,0.189,0.0263,28,28,7.1,17.9,40.0,40.0,20.0,10.7,25.0,42.9,35.7,3.6,3.6,3.6,50.0,82.1,21.4,0.824,70.4,94.2,108.4,25.0,10.7,5.0,32.5,34.4,Weak,2.5,Pull Power,A-,Elevated power plane,34.4,Weak,0.956,Good,7.1,42.9,94.2,0.824,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.56,-8.44,Strong negative regression,Weak Pull Power profile. 7.1% barrel rate; 82.1 mph average exit velocity; 25.0% air-ball rate; 42.9% pull-air rate; 3.6% HR-launch rate.,0.0521,0.0444,3.93,8,2,17.8,0.45,44.9,Recently homered,700241,Michael McGreevy,R,RHB vs RHP,21,21,116.0,3.57,1.2,15,1.16,5.9,2.25,25.0,12.0,28.0,12.0,33.3,56.0,80.2,94.8,106.7,0.716,0.0,56.9,56.7,0.777,4.1,Sinker,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.014,1.045,34.4,61.7,56.9,45.3,64.4,45.0,49.1,0.898,1.01,0.985,1.0,0.956,0.956,1.0,16.33,15.98,68.8,36.2,D+,Lineup unconfirmed
21,2026-08-03,823431,2026-08-03T22:40:00Z,Pre-Game,Citizens Bank Park,Washington Nationals @ Philadelphia Phillies,Home,592663,J.T. Realmuto,Philadelphia Phillies,Washington Nationals,C,R,No,,82,307,271,61,13,0,8,33,37,24,9,64,0.225,0.306,0.362,0.668,10,35,29,9,1,0.31,0.0286,20,72,63,19,2,0.302,0.0278,22,22,9.1,22.7,50.0,50.0,0.0,13.6,22.7,40.0,22.7,9.1,9.1,9.1,50.0,83.6,12.2,1.106,73.1,95.8,104.5,43.8,13.6,9.4,65.6,43.7,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,43.7,Below Average,0.982,Good,9.1,40.0,95.8,1.106,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.64,-6.36,Strong negative regression,Below Average Contact-First Profile profile. 9.1% barrel rate; 83.6 mph average exit velocity; 22.7% air-ball rate; 40.0% pull-air rate; 9.1% HR-launch rate.,0.0261,0.0277,3.99,5,2,33.9,0.15,14.8,Very recent HR,674841,Andrew Alvarez,L,RHB vs LHP,15,7,57.2,4.06,1.51,2,0.31,9.05,4.37,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.0,1.0,43.7,50.0,50.0,50.1,64.4,45.0,48.7,1.007,0.897,1.025,1.0,0.982,0.982,0.98,10.61,10.23,79.7,27.8,F,Lineup unconfirmed
22,2026-08-03,823431,2026-08-03T22:40:00Z,Pre-Game,Citizens Bank Park,Washington Nationals @ Philadelphia Phillies,Home,656941,Kyle Schwarber,Philadelphia Phillies,Washington Nationals,DH,L,Yes,2.0,106,470,393,97,12,1,33,65,63,69,5,163,0.247,0.364,0.534,0.898,9,39,30,6,0,0.2,0.0,21,90,73,15,3,0.205,0.0333,7,7,0.0,28.6,0.0,33.3,66.7,0.0,42.9,0.0,42.9,14.3,14.3,14.3,,87.1,1.6,0.848,70.8,97.6,105.5,55.6,28.6,11.1,66.7,47.7,Below Average,3.0,Contact-First Profile,D,Ground-ball heavy,47.7,Below Average,0.994,Small Statcast sample,0.0,0.0,97.6,0.848,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.12,-32.88,Strong negative regression,Below Average Contact-First Profile profile. 0.0% barrel rate; 87.1 mph average exit velocity; 42.9% air-ball rate; 0.0% pull-air rate; 14.3% HR-launch rate.,0.0702,0.0624,4.59,36,11,11.9,3.02,302.3,Very long drought,674841,Andrew Alvarez,L,LHB vs LHP,15,7,57.2,4.06,1.51,2,0.31,9.05,4.37,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.0,1.0,47.7,50.0,50.0,19.2,64.4,86.0,48.5,0.773,0.897,0.985,1.03,0.994,1.023,1.06,25.62,20.96,95.0,58.6,C+,Good
23,2026-08-03,823757,2026-08-03T23:40:00Z,Scheduled,American Family Field,Pittsburgh Pirates @ Milwaukee Brewers,Away,664040,Brandon Lowe,Pittsburgh Pirates,Milwaukee Brewers,2B,L,No,,104,463,412,105,25,1,23,68,71,42,2,126,0.255,0.322,0.488,0.81,11,48,44,15,2,0.341,0.0417,21,92,86,26,3,0.302,0.0326,34,34,8.8,23.5,75.0,18.8,6.2,14.7,26.5,88.9,17.6,8.8,8.8,8.8,66.7,82.8,18.8,0.69,70.6,94.6,107.2,39.6,8.8,10.4,43.8,43.9,Below Average,3.0,Pull Power,A,Excellent HR swing plane,43.9,Below Average,0.983,Good,8.8,88.9,94.6,0.69,Derived proxy,Derived proxy,Derived proxy,Derived proxy,2.81,-20.19,Strong negative regression,Below Average Pull Power profile. 8.8% barrel rate; 82.8 mph average exit velocity; 26.5% air-ball rate; 88.9% pull-air rate; 8.8% HR-launch rate.,0.0497,0.046,4.15,12,3,17.9,0.67,67.0,Recently homered,687075,Brandon Sproat,R,LHB vs RHP,20,18,92.2,5.05,1.39,17,1.65,9.32,4.47,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,43.9,50.0,50.0,58.4,50.0,45.0,48.3,0.927,1.088,1.025,1.0,0.983,0.983,1.0,17.77,18.02,84.4,43.1,C-,Lineup unconfirmed
24,2026-08-03,823431,2026-08-03T22:40:00Z,Pre-Game,Citizens Bank Park,Washington Nationals @ Philadelphia Phillies,Away,695578,James Wood,Washington Nationals,Philadelphia Phillies,RF,L,No,,113,531,433,115,26,1,30,100,73,90,4,152,0.266,0.394,0.538,0.932,12,57,46,10,2,0.217,0.0351,23,111,87,22,7,0.253,0.0631,27,27,3.7,37.0,58.8,11.8,29.4,11.1,25.9,42.9,22.2,0.0,0.0,0.0,0.0,89.3,15.2,0.391,75.8,100.2,110.3,77.1,7.4,25.7,51.4,41.0,Below Average,2.5,Pull Power,A,Excellent HR swing plane,41.0,Below Average,0.975,Good,3.7,42.9,100.2,0.391,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.97,-29.03,Strong negative regression,Below Average Pull Power profile. 3.7% barrel rate; 89.3 mph average exit velocity; 25.9% air-ball rate; 42.9% pull-air rate; 0.0% HR-launch rate.,0.0565,0.052,4.31,24,7,14.4,1.66,166.3,Above normal drought,605400,Aaron Nola,R,LHB vs RHP,22,22,114.0,5.61,1.45,26,2.05,9.16,3.08,27.0,11.1,37.0,7.4,57.1,33.3,85.3,98.3,112.2,0.535,1.0,19.2,78.9,0.442,0.0,Changeup,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.938,1.036,41.0,67.4,19.2,49.6,64.4,45.0,47.1,0.967,1.152,1.025,1.03,0.975,1.004,1.035,20.55,25.07,85.0,60.4,B-,Lineup unconfirmed
25,2026-08-03,823520,2026-08-03T23:05:00Z,Pre-Game,Yankee Stadium,St. Louis Cardinals @ New York Yankees,Home,700250,Ben Rice,New York Yankees,St. Louis Cardinals,1B,L,No,,107,457,399,106,19,3,31,70,73,53,3,114,0.266,0.354,0.561,0.915,12,51,47,7,2,0.149,0.0392,24,101,92,24,7,0.261,0.0693,26,26,11.5,26.9,50.0,33.3,16.7,15.4,30.8,25.0,23.1,11.5,7.7,11.5,0.0,84.4,20.5,0.838,71.0,96.1,108.8,31.8,3.8,9.1,54.5,41.0,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,41.0,Below Average,0.975,Good,11.5,25.0,96.1,0.838,Derived proxy,Derived proxy,Derived proxy,Derived proxy,2.34,-28.66,Strong negative regression,Below Average Contact-First Profile profile. 11.5% barrel rate; 84.4 mph average exit velocity; 30.8% air-ball rate; 25.0% pull-air rate; 11.5% HR-launch rate.,0.0678,0.0604,4.17,25,7,12.9,1.94,194.2,Above normal drought,700241,Michael McGreevy,R,LHB vs RHP,21,21,116.0,3.57,1.2,15,1.16,5.9,2.25,25.0,12.0,28.0,12.0,33.3,56.0,80.2,94.8,106.7,0.716,0.0,31.0,60.0,0.473,6.3,Sinker,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.962,1.045,41.0,61.7,31.0,42.0,64.4,45.0,46.9,0.949,1.01,1.025,1.03,0.975,1.004,1.035,22.87,25.09,85.0,61.5,B-,Lineup unconfirmed
26,2026-08-03,825095,2026-08-04T01:40:00Z,Scheduled,Chase Field,San Diego Padres @ Arizona Diamondbacks,Away,666023,Freddy Fermin,San Diego Padres,Arizona Diamondbacks,C,R,No,,69,188,162,29,8,0,4,17,14,17,3,36,0.179,0.266,0.302,0.568,7,19,17,6,1,0.353,0.0526,11,26,24,8,1,0.333,0.0385,12,12,16.7,41.7,36.4,36.4,27.3,16.7,33.3,50.0,25.0,25.0,16.7,25.0,50.0,89.0,8.8,0.759,70.9,98.9,104.0,6.7,16.7,0.0,73.3,56.2,Average,3.0,Barrel Machine,C,Low line-drive plane,56.2,Average,1.017,Small Statcast sample,16.7,50.0,98.9,0.759,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.86,-2.14,Negative regression,Average Barrel Machine profile. 16.7% barrel rate; 89.0 mph average exit velocity; 33.3% air-ball rate; 50.0% pull-air rate; 25.0% HR-launch rate.,0.0213,0.0255,3.87,0,0,40.5,0.0,0.0,Very recent HR,694297,Brandon Pfaadt,R,RHB vs RHP,19,9,72.0,4.0,1.29,8,1.0,6.13,2.63,43.0,2.3,18.6,16.3,33.3,30.2,79.3,91.9,102.5,0.397,0.0,54.3,42.9,0.666,8.3,4-Seam Fastball,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.009,0.948,56.2,16.7,54.3,82.5,50.0,45.0,46.6,1.327,0.984,0.985,0.94,1.017,0.956,0.98,9.5,10.89,67.5,26.9,F,Lineup unconfirmed
27,2026-08-03,823520,2026-08-03T23:05:00Z,Pre-Game,Yankee Stadium,St. Louis Cardinals @ New York Yankees,Home,676609,José Caballero,New York Yankees,St. Louis Cardinals,SS,R,No,,96,344,315,77,12,0,11,37,40,19,5,79,0.244,0.295,0.387,0.682,10,34,32,7,1,0.219,0.0294,21,73,68,16,3,0.235,0.0411,28,28,3.6,10.7,61.5,23.1,15.4,3.6,25.0,71.4,42.9,3.6,3.6,3.6,100.0,76.5,17.4,0.78,62.4,86.3,106.6,5.0,7.1,2.5,37.5,28.3,Weak,2.0,Pull Power,A,Excellent HR swing plane,28.3,Weak,0.939,Good,3.6,71.4,86.3,0.78,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.13,-9.87,Strong negative regression,Weak Pull Power profile. 3.6% barrel rate; 76.5 mph average exit velocity; 25.0% air-ball rate; 71.4% pull-air rate; 3.6% HR-launch rate.,0.032,0.032,3.99,0,0,28.6,0.0,0.0,Very recent HR,700241,Michael McGreevy,R,RHB vs RHP,21,21,116.0,3.57,1.2,15,1.16,5.9,2.25,25.0,12.0,28.0,12.0,33.3,56.0,80.2,94.8,106.7,0.716,0.0,61.2,50.0,0.956,2.6,Sinker,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.022,1.045,28.3,61.7,61.2,33.5,64.4,45.0,46.6,1.034,1.01,0.985,1.0,0.939,0.939,0.98,12.16,13.22,82.4,33.2,D,Lineup unconfirmed
28,2026-08-03,824160,2026-08-04T00:10:00Z,Scheduled,Daikin Park,Toronto Blue Jays @ Houston Astros,Away,543807,George Springer,Toronto Blue Jays,Houston Astros,DH,R,No,,81,356,314,75,14,2,12,39,36,35,3,65,0.239,0.32,0.411,0.731,12,51,46,15,2,0.326,0.0392,18,77,70,21,4,0.3,0.0519,22,22,4.5,36.4,33.3,26.7,40.0,27.3,50.0,18.2,45.5,13.6,9.1,13.6,100.0,84.1,18.5,0.746,69.0,99.2,108.6,35.9,22.7,10.3,56.4,44.3,Below Average,3.0,Contact-First Profile,A,Excellent HR swing plane,44.3,Below Average,0.984,Good,4.5,18.2,99.2,0.746,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.04,-10.96,Strong negative regression,Below Average Contact-First Profile profile. 4.5% barrel rate; 84.1 mph average exit velocity; 50.0% air-ball rate; 18.2% pull-air rate; 13.6% HR-launch rate.,0.0337,0.0333,4.05,15,4,26.2,0.57,57.3,Recently homered,664299,Cristian Javier,R,RHB vs RHP,8,4,21.1,7.17,1.83,3,1.27,8.86,6.33,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,44.3,50.0,50.0,28.0,50.0,45.0,46.0,1.14,1.008,0.985,1.0,0.984,0.984,1.0,12.81,14.19,83.2,35.6,D,Lineup unconfirmed
29,2026-08-03,824160,2026-08-04T00:10:00Z,Scheduled,Daikin Park,Toronto Blue Jays @ Houston Astros,Away,662139,Daulton Varsho,Toronto Blue Jays,Houston Astros,CF,L,No,,99,365,333,81,19,2,7,39,26,29,2,71,0.243,0.307,0.375,0.682,12,43,40,11,0,0.275,0.0,23,84,79,17,0,0.215,0.0,30,30,10.0,20.0,61.5,23.1,15.4,10.0,16.7,80.0,33.3,6.7,0.0,6.7,0.0,77.7,19.4,0.364,70.6,93.4,109.1,33.3,13.3,11.1,42.2,37.8,Below Average,2.5,Pull Power,A,Excellent HR swing plane,37.8,Below Average,0.966,Good,10.0,80.0,93.4,0.364,Derived proxy,Derived proxy,Derived proxy,Derived proxy,2.48,-4.52,Strong negative regression,Below Average Pull Power profile. 10.0% barrel rate; 77.7 mph average exit velocity; 16.7% air-ball rate; 80.0% pull-air rate; 6.7% HR-launch rate.,0.0192,0.0224,4.05,108,32,47.6,2.27,227.0,Very long drought,664299,Cristian Javier,R,LHB vs RHP,8,4,21.1,7.17,1.83,3,1.27,8.86,6.33,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,37.8,50.0,50.0,58.5,50.0,45.0,45.9,0.758,1.008,1.025,1.0,0.966,0.966,1.06,8.75,7.06,83.7,30.4,D,Lineup unconfirmed
30,2026-08-03,824160,2026-08-04T00:10:00Z,Scheduled,Daikin Park,Toronto Blue Jays @ Houston Astros,Away,660821,Jesús Sánchez,Toronto Blue Jays,Houston Astros,RF,L,No,,74,236,217,59,14,0,7,22,29,10,5,52,0.272,0.314,0.433,0.747,1,2,2,0,0,0.0,0.0,1,2,2,0,0,0.0,0.0,2,2,0.0,0.0,50.0,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,68.8,-58.5,0.092,73.1,78.5,78.5,66.7,0.0,0.0,0.0,46.0,Below Average,3.0,Contact-First Profile,D,Ground-ball heavy,46.0,Below Average,0.989,Small Statcast sample,0.0,,78.5,0.092,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.0,-7.0,Strong negative regression,Below Average Contact-First Profile profile. 0.0% barrel rate; 68.8 mph average exit velocity; 0.0% air-ball rate; 0.0% HR-launch rate; 0.0% ideal HR-contact rate.,0.0297,0.0304,4.05,28,10,31.0,0.9,90.3,Near normal interval,664299,Cristian Javier,R,LHB vs RHP,8,4,21.1,7.17,1.83,3,1.27,8.86,6.33,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,46.0,50.0,50.0,15.0,50.0,45.0,45.6,1.0,1.008,1.025,1.0,0.989,0.989,1.0,11.77,12.02,69.0,31.0,D,Lineup unconfirmed; Limited recent games
31,2026-08-03,824647,2026-08-04T00:05:00Z,Scheduled,Wrigley Field,Los Angeles Dodgers @ Chicago Cubs,Away,669743,Alex Call,Los Angeles Dodgers,Chicago Cubs,LF,R,No,,62,143,120,30,6,0,1,19,16,18,3,24,0.25,0.357,0.325,0.682,4,6,6,1,0,0.167,0.0,11,17,15,2,0,0.133,0.0,4,4,0.0,25.0,100.0,0.0,0.0,25.0,50.0,100.0,25.0,25.0,25.0,25.0,,84.2,21.5,0.694,64.5,92.6,102.2,0.0,25.0,0.0,50.0,48.0,Average,3.0,Pull Power,A-,Elevated power plane,48.0,Average,0.994,Small Statcast sample,0.0,100.0,92.6,0.694,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.21,-0.79,Near expected,Average Pull Power profile. 0.0% barrel rate; 84.2 mph average exit velocity; 50.0% air-ball rate; 100.0% pull-air rate; 25.0% HR-launch rate.,0.007,0.0184,4.05,20,14,120.0,0.17,16.7,Very recent HR,571510,Matthew Boyd,L,RHB vs LHP,12,12,66.0,3.41,1.2,6,0.82,8.18,2.59,38.0,7.9,15.8,10.5,62.5,28.9,76.1,88.2,111.3,0.413,0.0,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.004,48.0,39.1,50.0,39.3,50.0,45.0,45.3,1.0,0.958,1.025,0.965,0.994,0.96,0.98,7.25,6.73,63.6,20.2,F,Lineup unconfirmed
32,2026-08-03,823431,2026-08-03T22:40:00Z,Pre-Game,Citizens Bank Park,Washington Nationals @ Philadelphia Phillies,Away,677588,José Tena,Washington Nationals,Philadelphia Phillies,DH,L,No,,83,216,197,48,11,2,5,28,20,17,2,64,0.244,0.31,0.396,0.706,9,24,22,6,0,0.273,0.0,17,43,38,12,1,0.316,0.0233,17,17,5.9,17.6,66.7,11.1,22.2,11.8,17.6,66.7,23.5,5.9,0.0,5.9,0.0,78.8,11.3,0.404,73.7,89.2,105.5,34.8,5.9,13.0,39.1,32.6,Weak,2.5,Pull Power,A,Excellent HR swing plane,32.6,Weak,0.951,Small Statcast sample,5.9,66.7,89.2,0.404,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.94,-4.06,Strong negative regression,Weak Pull Power profile. 5.9% barrel rate; 78.8 mph average exit velocity; 17.6% air-ball rate; 66.7% pull-air rate; 5.9% HR-launch rate.,0.0231,0.0263,4.05,34,15,39.4,0.86,86.3,Near normal interval,605400,Aaron Nola,R,LHB vs RHP,22,22,114.0,5.61,1.45,26,2.05,9.16,3.08,27.0,11.1,37.0,7.4,57.1,33.3,85.3,98.3,112.2,0.535,1.0,30.3,57.8,0.426,8.3,Changeup,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.961,1.036,32.6,67.4,30.3,41.1,64.4,45.0,45.1,0.836,1.152,1.025,1.0,0.951,0.951,1.0,10.24,10.33,70.9,27.8,F,Lineup unconfirmed
33,2026-08-03,825095,2026-08-04T01:40:00Z,Scheduled,Chase Field,San Diego Padres @ Arizona Diamondbacks,Away,687749,Jase Bowen,San Diego Padres,Arizona Diamondbacks,RF,R,No,,42,67,64,10,2,0,1,9,6,2,1,25,0.156,0.194,0.234,0.428,11,17,17,3,1,0.176,0.0588,21,31,30,6,1,0.2,0.0323,11,11,9.1,45.5,71.4,28.6,0.0,9.1,45.5,60.0,45.5,18.2,18.2,18.2,100.0,88.8,17.8,0.956,73.2,102.1,106.7,29.4,27.3,5.9,29.4,59.5,Average,3.5,Pull Power,A,Excellent HR swing plane,59.5,Average,1.027,Small Statcast sample,9.1,60.0,102.1,0.956,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.08,0.08,Near expected,Average Pull Power profile. 9.1% barrel rate; 88.8 mph average exit velocity; 45.5% air-ball rate; 60.0% pull-air rate; 18.2% HR-launch rate.,0.0149,0.0259,3.87,4,2,64.0,0.06,6.2,Very recent HR,694297,Brandon Pfaadt,R,RHB vs RHP,19,9,72.0,4.0,1.29,8,1.0,6.13,2.63,43.0,2.3,18.6,16.3,33.3,30.2,79.3,91.9,102.5,0.397,0.0,39.1,42.9,0.641,0.0,4-Seam Fastball,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.978,0.948,59.5,16.7,39.1,74.0,50.0,45.0,44.6,1.308,0.984,0.985,0.94,1.027,0.965,0.98,9.65,10.69,59.3,25.4,F,Small season sample; Lineup unconfirmed
34,2026-08-03,823431,2026-08-03T22:40:00Z,Pre-Game,Citizens Bank Park,Washington Nationals @ Philadelphia Phillies,Away,682928,CJ Abrams,Washington Nationals,Philadelphia Phillies,SS,L,No,,109,466,408,117,21,2,28,69,85,42,10,102,0.287,0.363,0.554,0.917,12,52,45,17,6,0.378,0.1154,23,103,89,31,10,0.348,0.0971,27,27,0.0,29.6,53.3,13.3,33.3,18.5,22.2,50.0,14.8,3.7,3.7,3.7,,82.0,14.5,0.409,71.2,96.2,106.1,28.6,3.7,12.2,44.9,29.5,Weak,2.0,Pull Power,A,Excellent HR swing plane,29.5,Weak,0.943,Good,0.0,50.0,96.2,0.409,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.41,-27.59,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 82.0 mph average exit velocity; 22.2% air-ball rate; 50.0% pull-air rate; 3.7% HR-launch rate.,0.0601,0.0543,4.23,8,2,14.6,0.55,54.9,Recently homered,605400,Aaron Nola,R,LHB vs RHP,22,22,114.0,5.61,1.45,26,2.05,9.16,3.08,27.0,11.1,37.0,7.4,57.1,33.3,85.3,98.3,112.2,0.535,1.0,28.0,78.9,0.53,0.0,Changeup,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.956,1.036,29.5,67.4,28.0,44.5,64.4,45.0,43.8,1.35,1.152,1.025,1.03,0.943,0.971,1.0,21.05,32.89,85.0,68.5,B,Lineup unconfirmed
