player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_rushing_yards,model_version
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,105.0,27.68,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,110.0,23.84,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,115.0,20.29,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,120.0,16.98,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,125.0,14.21,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,130.0,11.75,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,135.0,9.58,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,140.0,7.75,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,145.0,6.18,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,150.0,4.91,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,155.0,3.81,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,160.0,2.93,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,165.0,2.2,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,170.0,1.64,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,175.0,1.19,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,180.0,0.87,VERY HIGH,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,185.0,0.62,SOLID,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,190.0,0.44,COIN FLIP,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,195.0,0.31,LOW,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,200.0,0.22,VERY LOW,80.268,NFL_RUSHING_YARDS_V1
