rank,season,season_type,week,game_id,game_time,player_id,player_name,team,opponent,home_away,position,projected_sacks,median_sacks,p90_sacks,model_lambda,sacks_current,sacks_prior,sacks_l5_pg,sacks_l10_pg,sacks_season_pg,sacks_prior_pg,opp_sacks_allowed_pg,team_def_sacks_pg,qb_hits_l5_pg,qb_hurries_l5_pg,pressures_l5_pg,snaps_l5_pg,pass_rush_snaps_l5_pg,pressure_rate_l5,qb_hit_rate_l5,matchup_multiplier,pressure_multiplier,sample_reliability,matchup_score,confidence,ai_play_0_5,n_sims,prob_over_0_5,prob_over_1_0,prob_over_1_5,prob_over_2_0,prob_over_2_5,prob_over_3_0,prob_over_3_5,prob_over_4_0,prob_1_0_plus,prob_1_5_plus,prob_2_0_plus,prob_2_5_plus,prob_3_0_plus,prob_3_5_plus,prob_4_0_plus,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,tier
120,2026,REG,2,401872942,2026-09-20T20:25Z,00-0037602,Sam Okuayinonu,SF,MIA,HOME,DL,0.265,0.0,1.0,0.2669,0.0,3.0,0.2,0.2,,0.188,5.0,0.0,0.6,,0.8,,,,,1.45,0.932,1.0,90.0,78.0,LESS,25000,21.8,3.2,2.3,0.2,0.2,0.0,0.0,0.0,21.8,3.2,2.3,0.2,0.2,0.0,0.0,21.8,2.3,0.2,0.0,FADE
121,2026,REG,2,401872939,2026-09-20T17:00Z,00-0036224,Jonathan Greenard,PHI,TEN,AWAY,LB,0.267,0.0,1.0,0.2646,0.0,3.0,0.2,0.2,,0.25,3.0,1.0,0.6,,0.8,,,,,1.352,0.932,1.0,69.0,77.0,LESS,25000,21.6,3.6,2.7,0.3,0.2,0.0,0.0,0.0,21.6,3.6,2.7,0.3,0.2,0.0,0.0,21.6,2.7,0.2,0.0,FADE
122,2026,REG,2,401872945,2026-09-21T00:20Z,00-0040748,Omarr Norman-Lott,KC,IND,HOME,DL,0.254,0.0,1.0,0.2573,0.0,1.0,0.5,0.5,,0.5,2.0,3.0,0.5,,1.0,,,,,0.901,0.94,0.35,45.0,37.0,LESS,25000,20.8,3.2,2.4,0.3,0.2,0.0,0.0,0.0,20.8,3.2,2.4,0.3,0.2,0.0,0.0,20.8,2.4,0.2,0.0,FADE
123,2026,REG,2,401872932,2026-09-18T00:15Z,00-0035230,Ed Oliver,BUF,DET,HOME,DL,0.253,0.0,1.0,0.2568,0.0,3.0,0.75,0.75,0.0,1.0,1.0,3.0,1.5,,2.25,,,,,0.65,0.99,0.5,20.0,47.0,LESS,25000,20.8,3.1,2.3,0.3,0.2,0.0,0.0,0.0,20.8,3.1,2.3,0.3,0.2,0.0,0.0,20.8,2.3,0.2,0.0,FADE
124,2026,REG,2,401872934,2026-09-20T17:00Z,00-0040756,Shemar Stewart,CIN,HOU,AWAY,DL,0.239,0.0,1.0,0.2366,0.0,1.0,0.2,0.167,,0.167,3.0,4.0,0.8,,1.0,,,,,1.352,0.94,0.75,69.0,57.0,LESS,25000,19.8,2.6,2.0,0.2,0.1,0.0,0.0,0.0,19.8,2.6,2.0,0.2,0.1,0.0,0.0,19.8,2.0,0.1,0.0,FADE
125,2026,REG,2,401872941,2026-09-20T20:05Z,00-0039835,Justin Eboigbe,LAC,LV,HOME,DL,0.236,0.0,1.0,0.233,0.0,6.0,0.4,0.2,0.0,0.4,0.0,1.0,0.4,,0.8,,,,,1.0,0.932,1.0,20.0,77.0,LESS,25000,19.5,2.6,2.0,0.2,0.2,0.0,0.0,0.0,19.5,2.6,2.0,0.2,0.2,0.0,0.0,19.5,2.0,0.2,0.0,FADE
126,2026,REG,2,401872937,2026-09-20T17:00Z,00-0034344,Marcus Davenport,CHI,MIN,HOME,DL,0.235,0.0,1.0,0.2346,0.0,1.0,0.2,0.167,,0.167,3.0,2.0,0.6,,0.8,,,,,1.352,0.932,0.75,69.0,57.0,LESS,25000,19.4,2.8,2.0,0.2,0.1,0.0,0.0,0.0,19.4,2.8,2.0,0.2,0.1,0.0,0.0,19.4,2.0,0.1,0.0,FADE
127,2026,REG,2,401872943,2026-09-20T20:25Z,00-0038922,Drake Thomas,SEA,ARI,AWAY,LB,0.232,0.0,1.0,0.2293,1.0,3.5,0.2,0.15,1.0,0.184,1.0,3.0,0.2,,0.4,,,,,0.65,0.916,1.0,20.0,77.0,LESS,25000,19.2,2.5,1.8,0.2,0.1,0.0,0.0,0.0,19.2,2.5,1.8,0.2,0.1,0.0,0.0,19.2,1.8,0.1,0.0,FADE
128,2026,REG,2,401872933,2026-09-20T17:00Z,00-0040577,Jalon Walker,ATL,CAR,HOME,LB,0.23,0.0,1.0,0.2302,0.0,5.5,0.1,0.45,,0.393,2.0,2.0,0.6,,0.7,,,,,0.901,0.928,1.0,45.0,77.0,LESS,25000,19.0,2.6,1.9,0.2,0.1,0.0,0.0,0.0,19.0,2.6,1.9,0.2,0.1,0.0,0.0,19.0,1.9,0.1,0.0,FADE
129,2026,REG,2,401872940,2026-09-20T20:05Z,00-0039155,BJ Ojulari,JAX,DEN,AWAY,LB,0.23,0.0,1.0,0.2291,0.0,1.0,0.2,0.167,,0.167,3.0,5.0,0.6,,0.8,,,,,1.352,0.932,0.75,69.0,57.0,LESS,25000,19.0,2.6,2.0,0.2,0.1,0.0,0.0,0.0,19.0,2.6,2.0,0.2,0.1,0.0,0.0,19.0,2.0,0.1,0.0,FADE
130,2026,REG,2,401872945,2026-09-21T00:20Z,00-0039031,Adetomiwa Adebawore,IND,KC,AWAY,DL,0.229,0.0,1.0,0.2271,0.0,4.0,0.4,0.35,0.0,0.286,2.0,2.0,0.4,,0.8,,,,,0.901,0.932,1.0,45.0,76.0,LESS,25000,18.9,2.6,1.9,0.2,0.1,0.0,0.0,0.0,18.9,2.6,1.9,0.2,0.1,0.0,0.0,18.9,1.9,0.1,0.0,FADE
131,2026,REG,2,401872934,2026-09-20T17:00Z,00-0034800,B.J. Hill,CIN,HOU,AWAY,DL,0.228,0.0,1.0,0.2272,0.0,4.0,0.2,0.3,0.0,0.235,3.0,4.0,0.6,,0.8,,,,,1.352,0.932,1.0,69.0,76.0,LESS,25000,18.8,2.5,1.9,0.2,0.1,0.0,0.0,0.0,18.8,2.5,1.9,0.2,0.1,0.0,0.0,18.8,1.9,0.1,0.0,FADE
132,2026,REG,2,401872941,2026-09-20T20:05Z,00-0038553,Daiyan Henley,LAC,LV,HOME,LB,0.225,0.0,1.0,0.2197,0.5,3.5,0.1,0.2,0.5,0.206,0.0,1.0,0.2,,0.3,,,,,1.0,0.912,1.0,20.0,76.0,LESS,25000,18.6,2.5,1.9,0.2,0.1,0.0,0.0,0.0,18.6,2.5,1.9,0.2,0.1,0.0,0.0,18.6,1.9,0.1,0.0,FADE
133,2026,REG,2,401872938,2026-09-20T17:00Z,00-0026190,Calais Campbell,BAL,NO,HOME,DL,0.223,0.0,1.0,0.2209,0.0,6.5,0.2,0.15,0.0,0.382,5.0,2.0,0.4,,0.6,,,,,1.45,0.924,1.0,90.0,76.0,LESS,25000,18.5,2.4,1.8,0.2,0.1,0.0,0.0,0.0,18.5,2.4,1.8,0.2,0.1,0.0,0.0,18.5,1.8,0.1,0.0,FADE
134,2026,REG,2,401872933,2026-09-20T17:00Z,00-0036220,Derrick Brown,CAR,ATL,AWAY,DL,0.223,0.0,1.0,0.2237,0.0,5.0,0.2,0.2,0.0,0.294,4.0,2.0,0.8,,1.0,,,,,1.45,0.94,1.0,90.0,76.0,LESS,25000,18.5,2.4,1.8,0.2,0.1,0.0,0.0,0.0,18.5,2.4,1.8,0.2,0.1,0.0,0.0,18.5,1.8,0.1,0.0,FADE
135,2026,REG,2,401872934,2026-09-20T17:00Z,00-0040157,Barrett Carter,CIN,HOU,AWAY,LB,0.218,0.0,1.0,0.2146,0.5,0.0,0.1,0.05,0.5,0.0,3.0,4.0,0.4,,0.5,,,,,1.352,0.92,1.0,69.0,76.0,LESS,25000,18.3,2.2,1.6,0.2,0.1,0.0,0.0,0.0,18.3,2.2,1.6,0.2,0.1,0.0,0.0,18.3,1.6,0.1,0.0,FADE
136,2026,REG,2,401872939,2026-09-20T17:00Z,00-0034163,Jacob Martin,TEN,PHI,HOME,DL,0.218,0.0,1.0,0.2178,0.0,5.5,0.2,0.2,0.0,0.324,3.0,0.0,1.2,,1.4,,,,,1.352,0.956,1.0,69.0,76.0,LESS,25000,18.2,2.3,1.7,0.2,0.1,0.0,0.0,0.0,18.2,2.3,1.7,0.2,0.1,0.0,0.0,18.2,1.7,0.1,0.0,FADE
137,2026,REG,2,401872942,2026-09-20T20:25Z,00-0039911,Chop Robinson,MIA,SF,AWAY,LB,0.214,0.0,1.0,0.2134,0.0,4.0,0.3,0.3,0.0,0.333,0.0,0.0,0.4,,0.7,,,,,1.0,0.928,1.0,20.0,76.0,LESS,25000,17.9,2.2,1.6,0.1,0.1,0.0,0.0,0.0,17.9,2.2,1.6,0.1,0.1,0.0,0.0,17.9,1.6,0.1,0.0,FADE
138,2026,REG,2,401872939,2026-09-20T17:00Z,00-0038412,Moro Ojomo,PHI,TEN,AWAY,DL,0.215,0.0,1.0,0.2124,0.0,6.0,0.2,0.2,0.0,0.333,3.0,1.0,0.4,,0.6,,,,,1.352,0.924,1.0,69.0,76.0,LESS,25000,17.8,2.3,1.8,0.2,0.1,0.0,0.0,0.0,17.8,2.3,1.8,0.2,0.1,0.0,0.0,17.8,1.8,0.1,0.0,FADE
139,2026,REG,2,401872946,2026-09-20T17:00Z,00-0037274,Esezi Otomewo,PIT,NE,AWAY,DL,0.214,0.0,1.0,0.2144,0.0,1.0,0.2,0.143,,0.143,3.0,4.0,0.2,,0.4,,,,,1.352,0.916,0.875,69.0,61.0,LESS,25000,17.7,2.2,1.6,0.2,0.1,0.0,0.0,0.0,17.7,2.2,1.6,0.2,0.1,0.0,0.0,17.7,1.6,0.1,0.0,FADE
140,2026,REG,2,401872932,2026-09-18T00:15Z,00-0040710,Deone Walker,BUF,DET,HOME,DL,0.21,0.0,1.0,0.2125,1.0,1.0,0.2,0.1,1.0,0.059,1.0,3.0,0.4,,0.6,,,,,0.65,0.924,1.0,20.0,76.0,LESS,25000,17.7,2.0,1.5,0.1,0.1,0.0,0.0,0.0,17.7,2.0,1.5,0.1,0.1,0.0,0.0,17.7,1.5,0.1,0.0,FADE
141,2026,REG,2,401872944,2026-09-20T20:25Z,00-0034333,Daron Payne,WAS,DAL,AWAY,DL,0.21,0.0,1.0,0.2088,0.0,3.0,0.4,0.2,0.0,0.214,0.0,3.0,0.6,,1.0,,,,,1.0,0.94,1.0,20.0,76.0,LESS,25000,17.6,2.2,1.6,0.1,0.1,0.0,0.0,0.0,17.6,2.2,1.6,0.1,0.1,0.0,0.0,17.6,1.6,0.1,0.0,FADE
142,2026,REG,2,401872932,2026-09-18T00:15Z,00-0034832,Bradley Chubb,BUF,DET,HOME,LB,0.21,0.0,1.0,0.2052,0.0,8.5,0.4,0.45,0.0,0.5,1.0,3.0,1.2,,1.6,,,,,0.65,0.964,1.0,20.0,76.0,LESS,25000,17.5,2.2,1.7,0.1,0.1,0.0,0.0,0.0,17.5,2.2,1.7,0.1,0.1,0.0,0.0,17.5,1.7,0.1,0.0,FADE
143,2026,REG,2,401872938,2026-09-20T17:00Z,00-0036193,Anfernee Jennings,NO,BAL,AWAY,LB,0.211,0.0,1.0,0.2121,0.0,4.0,0.4,0.3,0.0,0.235,2.0,1.0,0.6,,1.0,,,,,0.901,0.94,1.0,45.0,76.0,LESS,25000,17.4,2.3,1.8,0.2,0.1,0.0,0.0,0.0,17.4,2.3,1.8,0.2,0.1,0.0,0.0,17.4,1.8,0.1,0.0,FADE
144,2026,REG,2,401872943,2026-09-20T20:25Z,00-0032052,Dante Fowler Jr.,SEA,ARI,AWAY,LB,0.207,0.0,1.0,0.2016,0.0,3.0,0.4,0.3,,0.231,1.0,3.0,0.4,,0.8,,,,,0.65,0.932,1.0,20.0,76.0,LESS,25000,17.3,2.0,1.5,0.2,0.1,0.0,0.0,0.0,17.3,2.0,1.5,0.2,0.1,0.0,0.0,17.3,1.5,0.1,0.0,FADE
145,2026,REG,2,401872937,2026-09-20T17:00Z,00-0033046,Jihad Ward,MIN,CHI,AWAY,LB,0.207,0.0,1.0,0.2067,0.0,5.0,0.1,0.4,,0.294,2.0,4.0,1.4,,1.5,,,,,0.901,0.96,1.0,45.0,76.0,LESS,25000,17.3,2.1,1.5,0.1,0.1,0.0,0.0,0.0,17.3,2.1,1.5,0.1,0.1,0.0,0.0,17.3,1.5,0.1,0.0,FADE
146,2026,REG,2,401872942,2026-09-20T20:25Z,00-0040660,Mykel Williams,SF,MIA,HOME,DL,0.205,0.0,1.0,0.2044,0.0,1.0,0.2,0.111,,0.111,5.0,0.0,0.4,,0.6,,,,,1.45,0.924,1.0,90.0,71.0,LESS,25000,17.2,2.1,1.5,0.2,0.1,0.0,0.0,0.0,17.2,2.1,1.5,0.2,0.1,0.0,0.0,17.2,1.5,0.1,0.0,FADE
147,2026,REG,2,401872947,2026-09-22T00:15Z,00-0036237,Larrell Murchison,LAR,NYG,HOME,DL,0.201,0.0,1.0,0.1997,0.0,2.0,0.2,0.286,,0.286,2.0,0.0,0.4,,0.6,,,,,0.901,0.924,0.875,45.0,61.0,LESS,25000,16.7,2.0,1.4,0.2,0.1,0.0,0.0,0.0,16.7,2.0,1.4,0.2,0.1,0.0,0.0,16.7,1.4,0.1,0.0,FADE
148,2026,REG,2,401872947,2026-09-22T00:15Z,00-0039061,Desjuan Johnson,LAR,NYG,HOME,LB,0.2,0.0,1.0,0.1992,0.0,2.0,0.4,0.222,0.0,0.25,2.0,0.0,0.8,,1.2,,,,,0.901,0.948,1.0,45.0,71.0,LESS,25000,16.6,2.1,1.5,0.1,0.1,0.0,0.0,0.0,16.6,2.1,1.5,0.1,0.1,0.0,0.0,16.6,1.5,0.1,0.0,FADE
149,2026,REG,2,401872947,2026-09-22T00:15Z,00-0039137,Byron Young,LAR,NYG,HOME,LB,0.198,0.0,1.0,0.1974,0.0,12.0,0.2,0.3,0.0,0.6,2.0,0.0,0.6,,0.8,,,,,0.901,0.932,1.0,45.0,76.0,LESS,25000,16.6,1.9,1.4,0.1,0.1,0.0,0.0,0.0,16.6,1.9,1.4,0.1,0.1,0.0,0.0,16.6,1.4,0.1,0.0,FADE
150,2026,REG,2,401872939,2026-09-20T17:00Z,00-0038978,Byron Young,PHI,TEN,AWAY,DL,0.197,0.0,1.0,0.1951,0.0,2.5,0.2,0.25,0.0,0.167,3.0,1.0,0.2,,0.4,,,,,1.352,0.916,1.0,69.0,76.0,LESS,25000,16.6,1.9,1.4,0.2,0.1,0.0,0.0,0.0,16.6,1.9,1.4,0.2,0.1,0.0,0.0,16.6,1.4,0.1,0.0,FADE
151,2026,REG,2,401872941,2026-09-20T20:05Z,00-0032146,Bud Dupree,LAC,LV,HOME,LB,0.199,0.0,1.0,0.2068,0.0,2.0,0.4,0.2,0.0,0.2,0.0,1.0,0.6,,1.0,,,,,1.0,0.94,1.0,20.0,76.0,LESS,25000,16.5,2.1,1.5,0.1,0.1,0.0,0.0,0.0,16.5,2.1,1.5,0.1,0.1,0.0,0.0,16.5,1.5,0.1,0.0,FADE
152,2026,REG,2,401872944,2026-09-20T20:25Z,00-0035279,Charles Omenihu,WAS,DAL,AWAY,DL,0.199,0.0,1.0,0.1968,0.0,3.5,0.3,0.25,0.0,0.25,0.0,3.0,1.2,,1.5,,,,,1.0,0.96,1.0,20.0,76.0,LESS,25000,16.5,2.0,1.6,0.1,0.1,0.0,0.0,0.0,16.5,2.0,1.6,0.1,0.1,0.0,0.0,16.5,1.6,0.1,0.0,FADE
153,2026,REG,2,401872932,2026-09-18T00:15Z,00-0035933,Michael Hoecht,BUF,DET,HOME,LB,0.198,0.0,1.0,0.1977,0.0,2.0,0.667,0.667,0.0,1.0,1.0,3.0,0.667,,1.333,,,,,0.65,0.953,0.375,20.0,41.0,LESS,25000,16.5,2.0,1.5,0.1,0.1,0.0,0.0,0.0,16.5,2.0,1.5,0.1,0.1,0.0,0.0,16.5,1.5,0.1,0.0,FADE
154,2026,REG,2,401872940,2026-09-20T20:05Z,00-0035763,Malcolm Roach,DEN,JAX,HOME,DL,0.193,0.0,1.0,0.1891,0.0,6.0,0.4,0.4,0.0,0.429,1.0,2.0,1.0,,1.4,,,,,0.65,0.956,1.0,20.0,75.0,LESS,25000,16.5,1.7,1.3,0.1,0.1,0.0,0.0,0.0,16.5,1.7,1.3,0.1,0.1,0.0,0.0,16.5,1.3,0.1,0.0,FADE
155,2026,REG,2,401872938,2026-09-20T17:00Z,00-0038541,Tyree Wilson,NO,BAL,AWAY,LB,0.196,0.0,1.0,0.1932,0.0,4.0,0.4,0.2,0.0,0.267,2.0,1.0,0.4,,0.8,,,,,0.901,0.932,1.0,45.0,76.0,LESS,25000,16.4,1.9,1.4,0.2,0.1,0.0,0.0,0.0,16.4,1.9,1.4,0.2,0.1,0.0,0.0,16.4,1.4,0.1,0.0,FADE
156,2026,REG,2,401872935,2026-09-20T17:00Z,00-0039049,SirVocea Dennis,TB,CLE,HOME,LB,0.195,0.0,1.0,0.1985,0.0,3.0,0.2,0.2,0.0,0.188,5.0,1.0,0.4,,0.6,,,,,1.45,0.924,1.0,90.0,76.0,LESS,25000,16.3,1.9,1.5,0.1,0.1,0.0,0.0,0.0,16.3,1.9,1.5,0.1,0.1,0.0,0.0,16.3,1.5,0.1,0.0,FADE
157,2026,REG,2,401872943,2026-09-20T20:25Z,00-0031411,DeMarcus Lawrence,SEA,ARI,AWAY,LB,0.193,0.0,1.0,0.1915,0.0,8.0,0.4,0.4,0.0,0.421,1.0,3.0,1.4,,1.8,,,,,0.65,0.972,1.0,20.0,76.0,LESS,25000,16.2,1.9,1.4,0.2,0.1,0.0,0.0,0.0,16.2,1.9,1.4,0.2,0.1,0.0,0.0,16.2,1.4,0.1,0.0,FADE
158,2026,REG,2,401872940,2026-09-20T20:05Z,00-0034473,Dennis Gardeck,JAX,DEN,AWAY,LB,0.193,0.0,1.0,0.1948,0.0,2.5,0.2,0.25,0.0,0.156,3.0,5.0,0.4,,0.6,,,,,1.352,0.924,1.0,69.0,76.0,LESS,25000,16.2,1.9,1.4,0.1,0.1,0.0,0.0,0.0,16.2,1.9,1.4,0.1,0.1,0.0,0.0,16.2,1.4,0.1,0.0,FADE
159,2026,REG,2,401872940,2026-09-20T20:05Z,00-0039733,Ruke Orhorhoro,JAX,DEN,AWAY,DL,0.192,0.0,1.0,0.1926,0.0,3.5,0.2,0.2,0.0,0.219,3.0,5.0,0.6,,0.8,,,,,1.352,0.932,1.0,69.0,76.0,LESS,25000,16.1,2.0,1.4,0.1,0.1,0.0,0.0,0.0,16.1,2.0,1.4,0.1,0.1,0.0,0.0,16.1,1.4,0.1,0.0,FADE
160,2026,REG,2,401872942,2026-09-20T20:25Z,00-0040711,CJ West,SF,MIA,HOME,DL,0.191,0.0,1.0,0.1943,0.0,2.0,0.2,0.2,0.0,0.167,5.0,0.0,0.4,,0.6,,,,,1.45,0.924,1.0,90.0,76.0,LESS,25000,16.0,1.8,1.3,0.2,0.1,0.0,0.0,0.0,16.0,1.8,1.3,0.2,0.1,0.0,0.0,16.0,1.3,0.1,0.0,FADE
161,2026,REG,2,401872942,2026-09-20T20:25Z,00-0039435,Tatum Bethune,SF,MIA,HOME,LB,0.191,0.0,1.0,0.1904,0.0,1.0,0.2,0.1,,0.083,5.0,0.0,0.2,,0.4,,,,,1.45,0.916,1.0,90.0,75.0,LESS,25000,16.0,1.9,1.4,0.1,0.1,0.0,0.0,0.0,16.0,1.9,1.4,0.1,0.1,0.0,0.0,16.0,1.4,0.1,0.0,FADE
162,2026,REG,2,401872942,2026-09-20T20:25Z,00-0039148,Keion White,SF,MIA,HOME,DL,0.19,0.0,1.0,0.1926,0.0,2.5,0.2,0.2,0.0,0.167,5.0,0.0,0.2,,0.4,,,,,1.45,0.916,1.0,90.0,76.0,LESS,25000,16.0,1.7,1.3,0.1,0.1,0.0,0.0,0.0,16.0,1.7,1.3,0.1,0.1,0.0,0.0,16.0,1.3,0.1,0.0,FADE
163,2026,REG,2,401872940,2026-09-20T20:05Z,00-0033297,D.J. Jones,DEN,JAX,HOME,DL,0.189,0.0,1.0,0.187,0.0,4.5,0.5,0.35,0.0,0.265,1.0,2.0,0.8,,1.3,,,,,0.65,0.952,1.0,20.0,75.0,LESS,25000,15.9,1.8,1.3,0.1,0.1,0.0,0.0,0.0,15.9,1.8,1.3,0.1,0.1,0.0,0.0,15.9,1.3,0.1,0.0,FADE
164,2026,REG,2,401872946,2026-09-20T17:00Z,00-0027969,Cameron Heyward,PIT,NE,AWAY,DL,0.189,0.0,1.0,0.188,0.0,3.5,0.2,0.2,0.0,0.194,3.0,4.0,0.6,,0.8,,,,,1.352,0.932,1.0,69.0,75.0,LESS,25000,15.7,1.9,1.4,0.2,0.1,0.0,0.0,0.0,15.7,1.9,1.4,0.2,0.1,0.0,0.0,15.7,1.4,0.1,0.0,FADE
165,2026,REG,2,401872941,2026-09-20T20:05Z,00-0036922,Patrick Johnson,LV,LAC,AWAY,LB,0.188,0.0,1.0,0.1891,0.0,1.0,0.2,0.167,0.0,0.2,3.0,5.0,0.4,,0.6,,,,,1.352,0.924,0.75,69.0,55.0,LESS,25000,15.7,1.8,1.4,0.1,0.1,0.0,0.0,0.0,15.7,1.8,1.4,0.1,0.1,0.0,0.0,15.7,1.4,0.1,0.0,FADE
166,2026,REG,2,401872942,2026-09-20T20:25Z,00-0040721,Alfred Collins,SF,MIA,HOME,DL,0.187,0.0,1.0,0.1887,0.0,1.0,0.2,0.1,,0.083,5.0,0.0,0.0,,0.2,,,,,1.45,0.908,1.0,90.0,75.0,LESS,25000,15.7,1.8,1.3,0.1,0.1,0.0,0.0,0.0,15.7,1.8,1.3,0.1,0.1,0.0,0.0,15.7,1.3,0.1,0.0,FADE
167,2026,REG,2,401872942,2026-09-20T20:25Z,00-0034807,Ogbo Okoronkwo,SF,MIA,HOME,DL,0.184,0.0,1.0,0.1826,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,1.0,,1.0,,,,,1.45,0.94,0.35,90.0,30.0,LESS,25000,15.4,1.8,1.3,0.1,0.0,0.0,0.0,0.0,15.4,1.8,1.3,0.1,0.0,0.0,0.0,15.4,1.3,0.0,0.0,FADE
168,2026,REG,2,401872942,2026-09-20T20:25Z,00-0036942,Osa Odighizuwa,SF,MIA,HOME,DL,0.181,0.0,1.0,0.1787,0.0,3.5,0.1,0.25,0.0,0.206,5.0,0.0,1.4,,1.5,,,,,1.45,0.96,1.0,90.0,75.0,LESS,25000,15.3,1.7,1.2,0.1,0.1,0.0,0.0,0.0,15.3,1.7,1.2,0.1,0.1,0.0,0.0,15.3,1.2,0.1,0.0,FADE
169,2026,REG,2,401872944,2026-09-20T20:25Z,00-0039412,Javontae Jean-Baptiste,WAS,DAL,AWAY,LB,0.18,0.0,1.0,0.175,0.0,1.0,0.25,0.25,0.0,0.333,0.0,3.0,0.25,,0.5,,,,,1.0,0.92,0.5,20.0,45.0,LESS,25000,15.1,1.7,1.3,0.1,0.1,0.0,0.0,0.0,15.1,1.7,1.3,0.1,0.1,0.0,0.0,15.1,1.3,0.1,0.0,FADE
170,2026,REG,2,401872941,2026-09-20T20:05Z,00-0031040,Khalil Mack,LAC,LV,HOME,LB,0.179,0.0,1.0,0.1811,0.0,5.5,0.2,0.25,0.0,0.423,0.0,1.0,0.4,,0.6,,,,,1.0,0.924,1.0,20.0,75.0,LESS,25000,15.1,1.5,1.1,0.1,0.1,0.0,0.0,0.0,15.1,1.5,1.1,0.1,0.1,0.0,0.0,15.1,1.1,0.1,0.0,FADE
171,2026,REG,2,401872936,2026-09-20T17:00Z,00-0038463,Brenton Cox Jr.,GB,NYJ,AWAY,LB,0.179,0.0,1.0,0.1807,0.0,1.0,0.25,0.25,0.0,0.333,0.0,3.0,1.0,,1.25,,,,,1.0,0.95,0.5,20.0,45.0,LESS,25000,15.0,1.7,1.3,0.1,0.1,0.0,0.0,0.0,15.0,1.7,1.3,0.1,0.1,0.0,0.0,15.0,1.3,0.1,0.0,FADE
172,2026,REG,2,401872942,2026-09-20T20:25Z,00-0035026,Kevin Givens,SF,MIA,HOME,DL,0.178,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,35.0,LESS,25000,15.0,1.5,1.2,0.1,0.0,0.0,0.0,0.0,15.0,1.5,1.2,0.1,0.0,0.0,0.0,15.0,1.2,0.0,0.0,FADE
173,2026,REG,2,401872933,2026-09-20T17:00Z,00-0040458,TeRah Edwards,CAR,ATL,AWAY,DL,0.178,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,15.0,1.6,1.3,0.1,0.1,0.0,0.0,0.0,15.0,1.6,1.3,0.1,0.1,0.0,0.0,15.0,1.3,0.1,0.0,FADE
174,2026,REG,2,401872935,2026-09-20T17:00Z,00-0040579,Carson Schwesinger,CLE,TB,AWAY,LB,0.177,0.0,1.0,0.1785,0.0,2.5,0.2,0.15,0.0,0.156,4.0,1.0,0.8,,1.0,,,,,1.45,0.94,1.0,90.0,75.0,LESS,25000,15.0,1.6,1.2,0.1,0.1,0.0,0.0,0.0,15.0,1.6,1.2,0.1,0.1,0.0,0.0,15.0,1.2,0.1,0.0,FADE
175,2026,REG,2,401872936,2026-09-20T17:00Z,00-0040404,Payton Page,NYJ,GB,HOME,DL,0.177,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,35.0,LESS,25000,15.0,1.5,1.1,0.1,0.0,0.0,0.0,0.0,15.0,1.5,1.1,0.1,0.0,0.0,0.0,15.0,1.1,0.0,0.0,FADE
176,2026,REG,2,401872939,2026-09-20T17:00Z,00-0038116,Arnold Ebiketie,PHI,TEN,AWAY,LB,0.176,0.0,1.0,0.1749,0.0,2.0,0.2,0.2,0.0,0.133,3.0,1.0,0.4,,0.6,,,,,1.352,0.924,1.0,69.0,75.0,LESS,25000,15.0,1.5,1.1,0.1,0.1,0.0,0.0,0.0,15.0,1.5,1.1,0.1,0.1,0.0,0.0,15.0,1.1,0.1,0.0,FADE
177,2026,REG,2,401872937,2026-09-20T17:00Z,00-0033336,Eric Wilson,MIN,CHI,AWAY,LB,0.176,0.0,1.0,0.1715,0.0,6.5,0.2,0.3,0.0,0.382,2.0,4.0,0.8,,1.0,,,,,0.901,0.94,1.0,45.0,75.0,LESS,25000,14.9,1.5,1.1,0.1,0.0,0.0,0.0,0.0,14.9,1.5,1.1,0.1,0.0,0.0,0.0,14.9,1.1,0.0,0.0,FADE
178,2026,REG,2,401872933,2026-09-20T17:00Z,00-0041148,Aaron Hall,CAR,ATL,AWAY,DL,0.175,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,14.9,1.3,1.0,0.1,0.0,0.0,0.0,0.0,14.9,1.3,1.0,0.1,0.0,0.0,0.0,14.9,1.0,0.0,0.0,FADE
179,2026,REG,2,401872936,2026-09-20T17:00Z,00-0036788,Jack Heflin,NYJ,GB,HOME,DL,0.175,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,14.8,1.5,1.1,0.1,0.1,0.0,0.0,0.0,14.8,1.5,1.1,0.1,0.1,0.0,0.0,14.8,1.1,0.1,0.0,FADE
