rank,season,season_type,week,game_id,game_time,player_id,player_name,team,opponent,home_away,position,projected_sacks,median_sacks,p90_sacks,model_lambda,sacks_current,sacks_prior,sacks_l5_pg,sacks_l10_pg,sacks_season_pg,sacks_prior_pg,opp_sacks_allowed_pg,team_def_sacks_pg,qb_hits_l5_pg,qb_hurries_l5_pg,pressures_l5_pg,snaps_l5_pg,pass_rush_snaps_l5_pg,pressure_rate_l5,qb_hit_rate_l5,qb_hits_source,hurries_source,pressures_source,rush_snaps_source,matchup_multiplier,pressure_multiplier,sample_reliability,matchup_score,confidence,ai_play_0_5,n_sims,prob_over_0_5,prob_over_1_0,prob_over_1_5,prob_over_2_0,prob_over_2_5,prob_over_3_0,prob_over_3_5,prob_over_4_0,prob_1_0_plus,prob_1_5_plus,prob_2_0_plus,prob_2_5_plus,prob_3_0_plus,prob_3_5_plus,prob_4_0_plus,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,tier
188,2026,REG,3,401872952,2026-09-27T17:00Z,00-0039433,Marcus Harris,KC,MIA,AWAY,DL,0.176,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,4.5,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,90.0,30.0,LESS,20000,14.9,1.5,1.2,0.1,0.1,0.0,0.0,0.0,14.9,1.5,1.2,0.1,0.1,0.0,0.0,14.9,1.2,0.1,0.0,FADE
189,2026,REG,3,401872949,2026-09-27T17:00Z,00-0040458,TeRah Edwards,CAR,CLE,AWAY,DL,0.175,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,35.0,LESS,20000,14.9,1.5,1.1,0.1,0.1,0.0,0.0,0.0,14.9,1.5,1.1,0.1,0.1,0.0,0.0,14.9,1.1,0.1,0.0,FADE
190,2026,REG,3,401872953,2026-09-27T17:00Z,00-0033546,Dalvin Tomlinson,LAC,BUF,AWAY,DL,0.176,0.0,1.0,0.1781,0.5,1.0,0.3,0.15,0.25,0.071,2.0,1.5,0.4,0.749,1.364,,13.0,10.5,3.1,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.955,1.0,43.0,75.0,LESS,20000,14.8,1.6,1.1,0.1,0.1,0.0,0.0,0.0,14.8,1.6,1.1,0.1,0.1,0.0,0.0,14.8,1.1,0.1,0.0,FADE
191,2026,REG,3,401872949,2026-09-27T17:00Z,00-0039783,Anthony Goodlow,CAR,CLE,AWAY,DL,0.176,0.0,1.0,0.1764,0.0,0.0,0.0,0.0,,0.0,3.5,2.0,0.333,0.601,1.01,,9.6,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.94,0.375,78.0,40.0,LESS,20000,14.8,1.5,1.1,0.1,0.1,0.0,0.0,0.0,14.8,1.5,1.1,0.1,0.1,0.0,0.0,14.8,1.1,0.1,0.0,FADE
192,2026,REG,3,401872952,2026-09-27T17:00Z,00-0041545,Peter Woods,KC,MIA,AWAY,DL,0.174,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,4.5,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,90.0,35.0,LESS,20000,14.7,1.6,1.2,0.1,0.1,0.0,0.0,0.0,14.7,1.6,1.2,0.1,0.1,0.0,0.0,14.7,1.2,0.1,0.0,FADE
193,2026,REG,3,401872948,2026-09-25T00:15Z,00-0038937,Zacch Pickens,ATL,GB,AWAY,DL,0.174,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,,0.0,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,35.0,LESS,20000,14.6,1.7,1.3,0.1,0.1,0.0,0.0,0.0,14.6,1.7,1.3,0.1,0.1,0.0,0.0,14.6,1.3,0.1,0.0,FADE
194,2026,REG,3,401872951,2026-09-27T17:00Z,00-0040207,Tim Smith,IND,HOU,HOME,DL,0.173,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,30.0,LESS,20000,14.6,1.6,1.1,0.1,0.0,0.0,0.0,0.0,14.6,1.6,1.1,0.1,0.0,0.0,0.0,14.6,1.1,0.0,0.0,FADE
195,2026,REG,3,401872959,2026-09-27T20:05Z,00-0041046,Domonique Orange,MIN,TB,AWAY,DL,0.171,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,3.5,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,35.0,LESS,20000,14.6,1.4,1.0,0.1,0.1,0.0,0.0,0.0,14.6,1.4,1.0,0.1,0.1,0.0,0.0,14.6,1.0,0.1,0.0,FADE
196,2026,REG,3,401872961,2026-09-27T20:25Z,00-0036552,Azeez Ojulari,LV,NO,AWAY,LB,0.171,0.0,1.0,0.1721,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.5,1.004,1.724,,23.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.969,0.35,90.0,35.0,LESS,20000,14.5,1.4,1.1,0.1,0.0,0.0,0.0,0.0,14.5,1.4,1.1,0.1,0.0,0.0,0.0,14.5,1.1,0.0,0.0,FADE
197,2026,REG,3,401872949,2026-09-27T17:00Z,00-0041478,Lee Hunter,CAR,CLE,AWAY,DL,0.171,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,30.0,LESS,20000,14.5,1.5,1.1,0.1,0.1,0.0,0.0,0.0,14.5,1.5,1.1,0.1,0.1,0.0,0.0,14.5,1.1,0.1,0.0,FADE
198,2026,REG,3,401872963,2026-09-29T00:15Z,00-0038116,Arnold Ebiketie,PHI,CHI,AWAY,LB,0.169,0.0,1.0,0.1701,0.0,2.0,0.2,0.2,0.0,0.133,3.0,1.5,0.2,0.495,0.909,,12.1,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.936,1.0,66.0,75.0,LESS,20000,14.3,1.5,1.1,0.1,0.1,0.0,0.0,0.0,14.3,1.5,1.1,0.1,0.1,0.0,0.0,14.3,1.1,0.1,0.0,FADE
199,2026,REG,3,401872955,2026-09-27T17:00Z,00-0039309,Byron Murphy II,SEA,WAS,AWAY,DL,0.168,0.0,1.0,0.1651,0.0,9.0,0.4,0.2,0.0,0.474,0.5,2.5,0.4,0.991,1.818,,24.2,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.973,1.0,20.0,75.0,LESS,20000,14.3,1.4,1.1,0.1,0.1,0.0,0.0,0.0,14.3,1.4,1.1,0.1,0.1,0.0,0.0,14.3,1.1,0.1,0.0,FADE
200,2026,REG,3,401872955,2026-09-27T17:00Z,00-0032387,Jarran Reed,SEA,WAS,AWAY,DL,0.167,0.0,1.0,0.1676,1.0,2.5,0.2,0.2,0.5,0.167,0.5,2.5,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.955,1.0,20.0,75.0,LESS,20000,14.1,1.5,1.1,0.1,0.0,0.0,0.0,0.0,14.1,1.5,1.1,0.1,0.0,0.0,0.0,14.1,1.1,0.0,0.0,FADE
201,2026,REG,3,401872961,2026-09-27T20:25Z,00-0037074,Quay Walker,LV,NO,AWAY,LB,0.166,0.0,1.0,0.1629,0.0,2.5,0.2,0.1,0.0,0.167,4.0,4.0,0.2,0.495,0.909,,12.1,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.936,1.0,90.0,75.0,LESS,20000,14.1,1.4,1.1,0.1,0.0,0.0,0.0,0.0,14.1,1.4,1.1,0.1,0.0,0.0,0.0,14.1,1.1,0.0,0.0,FADE
202,2026,REG,3,401872951,2026-09-27T17:00Z,00-0041039,CJ Allen,IND,HOU,HOME,LB,0.164,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,30.0,LESS,20000,14.0,1.4,1.0,0.1,0.0,0.0,0.0,0.0,14.0,1.4,1.0,0.1,0.0,0.0,0.0,14.0,1.0,0.0,0.0,FADE
203,2026,REG,3,401872961,2026-09-27T20:25Z,00-0039836,Brennan Jackson,LV,NO,AWAY,LB,0.164,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,90.0,35.0,LESS,20000,13.9,1.4,1.1,0.1,0.1,0.0,0.0,0.0,13.9,1.4,1.1,0.1,0.1,0.0,0.0,13.9,1.1,0.1,0.0,FADE
204,2026,REG,3,401872948,2026-09-25T00:15Z,00-0041112,Harold Perkins Jr.,ATL,GB,AWAY,LB,0.163,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,35.0,LESS,20000,13.9,1.4,1.0,0.1,0.0,0.0,0.0,0.0,13.9,1.4,1.0,0.1,0.0,0.0,0.0,13.9,1.0,0.0,0.0,FADE
205,2026,REG,3,401872951,2026-09-27T17:00Z,00-0041227,Tahj Chambers,IND,HOU,HOME,LB,0.162,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,35.0,LESS,20000,13.9,1.3,1.0,0.1,0.1,0.0,0.0,0.0,13.9,1.3,1.0,0.1,0.1,0.0,0.0,13.9,1.0,0.1,0.0,FADE
206,2026,REG,3,401872961,2026-09-27T20:25Z,00-0036644,Cameron McGrone,LV,NO,AWAY,LB,0.161,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,90.0,35.0,LESS,20000,13.9,1.2,0.9,0.1,0.0,0.0,0.0,0.0,13.9,1.2,0.9,0.1,0.0,0.0,0.0,13.9,0.9,0.0,0.0,FADE
207,2026,REG,3,401872959,2026-09-27T20:05Z,00-0041495,Jake Golday,MIN,TB,AWAY,LB,0.16,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,3.5,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,35.0,LESS,20000,13.7,1.2,0.9,0.1,0.0,0.0,0.0,0.0,13.7,1.2,0.9,0.1,0.0,0.0,0.0,13.7,0.9,0.0,0.0,FADE
208,2026,REG,3,401872948,2026-09-25T00:15Z,00-0040689,Anthony Campbell,GB,ATL,HOME,DL,0.159,0.0,1.0,0.1564,0.0,0.0,0.0,0.0,0.0,,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,30.0,LESS,20000,13.7,1.2,0.9,0.0,0.0,0.0,0.0,0.0,13.7,1.2,0.9,0.0,0.0,0.0,0.0,13.7,0.9,0.0,0.0,FADE
209,2026,REG,3,401872952,2026-09-27T17:00Z,00-0040328,Ethan Downs,KC,MIA,AWAY,LB,0.161,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,,0.0,4.5,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,90.0,30.0,LESS,20000,13.6,1.4,1.0,0.1,0.1,0.0,0.0,0.0,13.6,1.4,1.0,0.1,0.1,0.0,0.0,13.6,1.0,0.1,0.0,FADE
210,2026,REG,3,401872963,2026-09-29T00:15Z,00-0040741,Shemar Turner,CHI,PHI,HOME,DL,0.159,0.0,1.0,0.1564,0.0,0.0,0.0,0.0,,0.0,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,35.0,LESS,20000,13.6,1.2,0.9,0.1,0.0,0.0,0.0,0.0,13.6,1.2,0.9,0.1,0.0,0.0,0.0,13.6,0.9,0.0,0.0,FADE
211,2026,REG,3,401872948,2026-09-25T00:15Z,00-0041066,Kendal Daniels,ATL,GB,AWAY,LB,0.159,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,35.0,LESS,20000,13.6,1.2,1.0,0.1,0.0,0.0,0.0,0.0,13.6,1.2,1.0,0.1,0.0,0.0,0.0,13.6,1.0,0.0,0.0,FADE
212,2026,REG,3,401872963,2026-09-29T00:15Z,00-0040662,Ty Robinson,PHI,CHI,AWAY,DL,0.159,0.0,1.0,0.1588,0.0,0.0,0.0,0.0,,0.0,3.0,1.5,0.333,0.67,1.149,,15.3,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.946,0.375,66.0,40.0,LESS,20000,13.5,1.4,1.0,0.1,0.1,0.0,0.0,0.0,13.5,1.4,1.0,0.1,0.1,0.0,0.0,13.5,1.0,0.1,0.0,FADE
213,2026,REG,3,401872955,2026-09-27T17:00Z,00-0038922,Drake Thomas,SEA,WAS,AWAY,LB,0.158,0.0,1.0,0.1507,1.0,3.5,0.2,0.1,0.5,0.184,0.5,2.5,0.2,0.495,0.909,,12.1,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.936,1.0,20.0,74.0,LESS,20000,13.5,1.3,1.0,0.1,0.1,0.0,0.0,0.0,13.5,1.3,1.0,0.1,0.1,0.0,0.0,13.5,1.0,0.1,0.0,FADE
214,2026,REG,3,401872948,2026-09-25T00:15Z,00-0039837,Bralen Trice,ATL,GB,AWAY,LB,0.158,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,30.0,LESS,20000,13.5,1.3,0.9,0.1,0.0,0.0,0.0,0.0,13.5,1.3,0.9,0.1,0.0,0.0,0.0,13.5,0.9,0.0,0.0,FADE
215,2026,REG,3,401872963,2026-09-29T00:15Z,00-0041110,Jordan van den Berg,CHI,PHI,HOME,DL,0.158,0.0,1.0,0.1564,0.0,0.0,0.0,0.0,0.0,,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,30.0,LESS,20000,13.4,1.4,0.9,0.1,0.0,0.0,0.0,0.0,13.4,1.4,0.9,0.1,0.0,0.0,0.0,13.4,0.9,0.0,0.0,FADE
216,2026,REG,3,401872948,2026-09-25T00:15Z,00-0040869,Chris McClellan,GB,ATL,HOME,DL,0.156,0.0,1.0,0.1564,0.0,0.0,0.0,0.0,0.0,,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,35.0,LESS,20000,13.3,1.2,0.9,0.1,0.1,0.0,0.0,0.0,13.3,1.2,0.9,0.1,0.1,0.0,0.0,13.3,0.9,0.1,0.0,FADE
217,2026,REG,3,401872950,2026-09-27T17:00Z,00-0039143,Isaiah Foskey,CIN,PIT,AWAY,DL,0.155,0.0,1.0,0.1578,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,0.333,0.601,1.01,,9.6,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.94,0.375,66.0,40.0,LESS,20000,13.3,1.2,0.8,0.0,0.0,0.0,0.0,0.0,13.3,1.2,0.8,0.0,0.0,0.0,0.0,13.3,0.8,0.0,0.0,FADE
218,2026,REG,3,401872951,2026-09-27T17:00Z,00-0039377,Jaylon Carlies,IND,HOU,HOME,LB,0.156,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,35.0,LESS,20000,13.2,1.2,0.9,0.1,0.0,0.0,0.0,0.0,13.2,1.2,0.9,0.1,0.0,0.0,0.0,13.2,0.9,0.0,0.0,FADE
219,2026,REG,3,401872953,2026-09-27T17:00Z,00-0039873,DeWayne Carter,BUF,LAC,HOME,DL,0.155,0.0,1.0,0.1564,0.0,0.0,0.0,0.0,0.0,,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,35.0,LESS,20000,13.2,1.3,0.9,0.1,0.1,0.0,0.0,0.0,13.2,1.3,0.9,0.1,0.1,0.0,0.0,13.2,0.9,0.1,0.0,FADE
220,2026,REG,3,401872953,2026-09-27T17:00Z,00-0040132,Landon Jackson,BUF,LAC,HOME,DL,0.155,0.0,1.0,0.1564,0.0,0.0,0.0,0.0,0.0,,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,35.0,LESS,20000,13.2,1.2,0.8,0.0,0.0,0.0,0.0,0.0,13.2,1.2,0.8,0.0,0.0,0.0,0.0,13.2,0.8,0.0,0.0,FADE
221,2026,REG,3,401872957,2026-09-27T17:00Z,00-0041045,Albert Regis,JAX,NE,HOME,DL,0.155,0.0,1.0,0.1564,0.0,0.0,0.0,0.0,0.0,,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,35.0,LESS,20000,13.1,1.3,0.9,0.1,0.0,0.0,0.0,0.0,13.1,1.3,0.9,0.1,0.0,0.0,0.0,13.1,0.9,0.0,0.0,FADE
222,2026,REG,3,401872951,2026-09-27T17:00Z,00-0041518,Bryce Boettcher,IND,HOU,HOME,LB,0.154,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.35,78.0,35.0,LESS,20000,13.1,1.3,0.9,0.1,0.0,0.0,0.0,0.0,13.1,1.3,0.9,0.1,0.0,0.0,0.0,13.1,0.9,0.0,0.0,FADE
223,2026,REG,3,401872948,2026-09-25T00:15Z,00-0038506,Jordon Riley,GB,ATL,HOME,DL,0.153,0.0,1.0,0.1564,0.0,0.0,0.0,0.0,,0.0,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,30.0,LESS,20000,13.1,1.2,0.9,0.1,0.0,0.0,0.0,0.0,13.1,1.2,0.9,0.1,0.0,0.0,0.0,13.1,0.9,0.0,0.0,FADE
224,2026,REG,3,401872959,2026-09-27T20:05Z,00-0039049,SirVocea Dennis,TB,MIN,HOME,LB,0.153,0.0,1.0,0.1526,0.0,3.0,0.2,0.1,0.0,0.188,3.0,1.5,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.955,1.0,66.0,74.0,LESS,20000,13.0,1.3,0.9,0.1,0.0,0.0,0.0,0.0,13.0,1.3,0.9,0.1,0.0,0.0,0.0,13.0,0.9,0.0,0.0,FADE
225,2026,REG,3,401872952,2026-09-27T17:00Z,00-0035900,Cole Christiansen,KC,MIA,AWAY,LB,0.153,0.0,1.0,0.1545,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.375,90.0,40.0,LESS,20000,12.9,1.3,1.0,0.0,0.0,0.0,0.0,0.0,12.9,1.3,1.0,0.0,0.0,0.0,0.0,12.9,1.0,0.0,0.0,FADE
226,2026,REG,3,401872955,2026-09-27T17:00Z,00-0034333,Daron Payne,WAS,SEA,HOME,DL,0.151,0.0,1.0,0.1471,0.0,3.0,0.4,0.2,0.0,0.214,1.5,2.5,0.8,1.596,2.963,,53.9,5.5,1.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.019,1.0,31.0,74.0,LESS,20000,12.9,1.3,0.9,0.1,0.0,0.0,0.0,0.0,12.9,1.3,0.9,0.1,0.0,0.0,0.0,12.9,0.9,0.0,0.0,FADE
227,2026,REG,3,401872948,2026-09-25T00:15Z,00-0037826,Drake Jackson,ATL,GB,AWAY,LB,0.151,0.0,1.0,0.1545,0.0,0.0,0.0,0.0,,0.0,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,0.375,78.0,40.0,LESS,20000,12.8,1.2,1.0,0.1,0.1,0.0,0.0,0.0,12.8,1.2,1.0,0.1,0.1,0.0,0.0,12.8,1.0,0.1,0.0,FADE
228,2026,REG,3,401872958,2026-09-27T20:05Z,00-0033066,Andrew Billings,ARI,SF,AWAY,DL,0.148,0.0,1.0,0.1444,0.0,1.0,0.2,0.1,,0.062,0.0,2.0,1.0,1.959,3.448,,46.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.0,1.038,1.0,20.0,74.0,LESS,20000,12.6,1.2,0.8,0.0,0.0,0.0,0.0,0.0,12.6,1.2,0.8,0.0,0.0,0.0,0.0,12.6,0.8,0.0,0.0,FADE
229,2026,REG,3,401872949,2026-09-27T17:00Z,00-0035890,Tershawn Wharton,CAR,CLE,AWAY,DL,0.148,0.0,1.0,0.1467,0.0,2.0,0.0,0.2,,0.2,3.5,2.0,0.4,0.721,1.212,,11.5,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.948,1.0,78.0,74.0,LESS,20000,12.6,1.2,0.8,0.0,0.0,0.0,0.0,0.0,12.6,1.2,0.8,0.0,0.0,0.0,0.0,12.6,0.8,0.0,0.0,FADE
230,2026,REG,3,401872962,2026-09-28T00:20Z,00-0036237,Larrell Murchison,LAR,DEN,AWAY,DL,0.148,0.0,1.0,0.1489,0.0,2.0,0.2,0.286,,0.286,1.5,1.0,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.955,0.875,31.0,59.0,LESS,20000,12.6,1.2,0.9,0.1,0.0,0.0,0.0,0.0,12.6,1.2,0.9,0.1,0.0,0.0,0.0,12.6,0.9,0.0,0.0,FADE
231,2026,REG,3,401872950,2026-09-27T17:00Z,00-0040369,Howard Cross III,CIN,PIT,AWAY,DL,0.147,0.0,1.0,0.1511,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.375,66.0,39.0,LESS,20000,12.6,1.1,0.8,0.0,0.0,0.0,0.0,0.0,12.6,1.1,0.8,0.0,0.0,0.0,0.0,12.6,0.8,0.0,0.0,FADE
232,2026,REG,3,401872959,2026-09-27T20:05Z,00-0041031,Rueben Bain Jr.,TB,MIN,HOME,LB,0.146,0.0,1.0,0.143,0.0,0.0,0.0,0.0,0.0,,3.0,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,29.0,LESS,20000,12.6,1.0,0.8,0.1,0.0,0.0,0.0,0.0,12.6,1.0,0.8,0.1,0.0,0.0,0.0,12.6,0.8,0.0,0.0,FADE
233,2026,REG,3,401872963,2026-09-29T00:15Z,00-0037544,Nephi Sewell,CHI,PHI,HOME,LB,0.146,0.0,1.0,0.143,0.0,0.0,0.0,0.0,,0.0,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,29.0,LESS,20000,12.5,1.1,0.8,0.1,0.0,0.0,0.0,0.0,12.5,1.1,0.8,0.1,0.0,0.0,0.0,12.5,0.8,0.0,0.0,FADE
234,2026,REG,3,401872961,2026-09-27T20:25Z,00-0038541,Tyree Wilson,NO,LV,HOME,LB,0.145,0.0,1.0,0.1454,0.0,4.0,0.4,0.2,0.0,0.267,1.0,2.0,0.4,1.032,1.818,,17.3,10.5,2.3,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.973,1.0,20.0,74.0,LESS,20000,12.4,1.0,0.7,0.0,0.0,0.0,0.0,0.0,12.4,1.0,0.7,0.0,0.0,0.0,0.0,12.4,0.7,0.0,0.0,FADE
235,2026,REG,3,401872959,2026-09-27T20:05Z,00-0033914,Alex Anzalone,TB,MIN,HOME,LB,0.144,0.0,1.0,0.1439,0.0,2.5,0.2,0.1,0.0,0.156,3.0,1.5,0.2,0.502,0.909,,11.4,8.0,1.8,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.936,1.0,66.0,74.0,LESS,20000,12.4,1.1,0.8,0.0,0.0,0.0,0.0,0.0,12.4,1.1,0.8,0.0,0.0,0.0,0.0,12.4,0.8,0.0,0.0,FADE
236,2026,REG,3,401872953,2026-09-27T17:00Z,00-0041036,TJ Parker,BUF,LAC,HOME,LB,0.143,0.0,1.0,0.143,0.0,0.0,0.0,0.0,0.0,,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.35,66.0,34.0,LESS,20000,12.4,1.0,0.7,0.0,0.0,0.0,0.0,0.0,12.4,1.0,0.7,0.0,0.0,0.0,0.0,12.4,0.7,0.0,0.0,FADE
237,2026,REG,3,401872952,2026-09-27T17:00Z,00-0036909,Khyiris Tonga,KC,MIA,AWAY,DL,0.144,0.0,1.0,0.1464,0.0,1.0,0.2,0.1,0.0,0.071,4.5,1.5,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.955,1.0,90.0,74.0,LESS,20000,12.3,1.1,0.8,0.1,0.0,0.0,0.0,0.0,12.3,1.1,0.8,0.1,0.0,0.0,0.0,12.3,0.8,0.0,0.0,FADE
